time/total_timesteps,train/learning_rate,time/fps,train/n_updates,rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,train/actor_loss,time/time_elapsed,time/episodes,eval/mean_ep_length,eval/mean_reward
193225,0.001,107,193071,184.97130079,1.3168210452935827,127.68,-27.3771424974714,1803,1652,,
193744,0.001,107,193585,185.15039655999996,1.3135010567237073,127.84,-27.204366350930833,1807,1656,,
194000,0.001,,193844,,1.3140068361392387,,-27.31147255530724,,,126.3,183.39368431568147
194252,0.001,107,194097,185.16262487999995,1.2830313646103726,127.85,-27.227796904246013,1812,1660,,
194768,0.001,107,194608,185.48588862,1.2925273144686664,128.11,-27.31807268367094,1816,1664,,
195000,0.001,,194868,,1.2605000152037693,,-27.20744326664851,,,126.3,183.39368431568147
195290,0.001,107,195131,185.39254259,1.2584575476469817,128.05,-27.350773654766936,1821,1668,,
195824,0.001,107,195663,185.65469508,1.2867384566201103,128.25,-27.10027962300315,1825,1672,,
196000,0.001,,195930,,1.2784284541712088,,-27.295663861667407,,,126.3,183.39368431568147
196336,0.001,107,196182,185.72142348999998,1.28799238500669,128.31,-27.33516610952524,1831,1676,,
196852,0.001,107,196699,185.67855126000003,1.2917652483339663,128.28,-27.215945001858383,1834,1680,,
197000,0.001,,196951,,1.3039251991020617,,-27.215942561626434,,,126.3,183.39368431568147
197361,0.001,107,197202,185.56503062,1.317920496687293,128.18,-27.16579908132553,1839,1684,,
197860,0.001,107,197710,185.60417445,1.217163083076477,128.23,-27.197296475607253,1843,1688,,
198000,0.001,,197954,,1.246372260393635,,-27.19851767632269,,,126.3,183.39368431568147
198358,0.001,107,198203,185.57233357,1.2590605646622282,128.2,-27.229548211825097,1848,1692,,
198880,0.001,107,198714,185.84834698000003,1.2419806502082131,128.41,-27.098113732259783,1852,1696,,
199000,0.001,,198850,,1.2323216874809826,,-27.108970221351175,,,126.3,183.39368431568147
199395,0.001,107,199233,186.01245541,1.2528075706668016,128.55,-27.145445401551292,1857,1700,,
199899,0.001,107,199737,185.84262857000002,1.2858289490061359,128.42,-27.243989849090575,1861,1704,,
200000,0.001,,199869,,1.2448372384815505,,-27.153001843076765,,,126.3,183.39368431568147
