train/learning_rate,train/actor_loss,time/total_timesteps,train/n_updates,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,-7.868052712193242,189574,189435,3692,39.72564781999999,1287,0.22605473837918705,51.16,147,,
0.001,-8.161263346672058,189776,189637,3696,39.7813294,1289,0.19676801136561803,51.2,147,,
0.001,-7.738848264400776,189980,189840,3700,39.88044078,1290,0.21429075615910384,51.27,147,,
0.001,-7.825981470254751,190000,189892,,,,0.1967380832021053,,,50.2,38.55887085199356
0.001,-7.835749259361854,190180,190043,3704,39.885931740000004,1292,0.21802882248392472,51.28,147,,
0.001,-8.030464401245117,190379,190242,3708,39.764584729999996,1293,0.23923068204704595,51.24,147,,
0.001,-7.954946689605713,190585,190449,3712,39.87610693,1295,0.20598710839654885,51.3,147,,
0.001,-8.096189727783203,190784,190647,3716,39.72325744,1296,0.25348317801952364,51.23,147,,
0.001,-7.857849597930908,190981,190844,3720,39.669015089999995,1297,0.251365901529789,51.15,147,,
0.001,-8.060297648111979,191000,190893,,,,0.23157263896903213,,,50.2,38.55887085199356
0.001,-8.034930953979492,191182,191043,3724,39.54118241,1299,0.2000497094556397,51.08,147,,
0.001,-8.01702119753911,191389,191248,3728,39.50752914,1300,0.20324900574409044,51.09,147,,
0.001,-8.102832374572754,191594,191453,3732,39.56901202,1301,0.21917343490263996,51.07,147,,
0.001,-7.84142149411715,191802,191661,3736,39.701146249999994,1303,0.322625569999218,51.14,147,,
0.001,-7.879199390411377,192000,191867,,,,0.23203096027467765,,,50.2,38.55887085199356
,,192007,,3740,39.68650084,1304,,51.07,147,,
0.001,-7.900047045487624,192211,192071,3744,39.73667373999999,1305,0.23473568776479134,51.08,147,,
0.001,-8.105275372664133,192416,192278,3748,39.69385226,1307,0.2357501663888494,51.05,147,,
0.001,-8.050151916650625,192627,192488,3752,39.65350417,1308,0.22735538863791868,51.02,147,,
0.001,-7.922988255818685,192837,192698,3756,39.65940310999999,1309,0.21522124856710434,51.04,147,,
0.001,-7.889680073811458,193000,192906,,,,0.23907708949767625,,,50.2,38.55887085199356
,,193047,,3760,39.852713009999995,1311,,51.14,147,,
0.001,-7.859056166240147,193255,193119,3764,39.932970569999995,1313,0.19681243520033986,51.2,147,,
0.001,-7.79351700269259,193457,193318,3768,39.945420989999995,1314,0.2247279635988749,51.2,147,,
0.001,-7.937169437408447,193661,193523,3772,39.90700521,1316,0.22318166728113212,51.19,147,,
0.001,-7.85536660750707,193865,193724,3776,39.84172599,1317,0.20128926696876684,51.15,147,,
0.001,-7.94622939825058,194000,193879,,,,0.2091679959272852,,,50.2,38.55887085199356
0.001,-7.919184648073637,194069,193930,3780,39.74647867,1319,0.20561407827863507,51.13,147,,
0.001,-7.896605205535889,194274,194134,3784,39.81788863,1320,0.2021924407810581,51.17,147,,
0.001,-7.93353380203247,194477,194337,3788,39.70697038,1322,0.21012975111603738,51.14,147,,
0.001,-7.897141896761381,194676,194536,3792,39.49836883,1323,0.20472617330504397,51.02,147,,
0.001,-7.86679168983742,194885,194740,3796,39.58775269,1325,0.21234579974750303,51.09,147,,
0.001,-7.798614007455331,195000,194900,,,,0.19182721581661477,,,50.2,38.55887085199356
0.001,-7.807041778564453,195091,194951,3800,39.63743625000001,1327,0.33314435008694143,51.11,146,,
0.001,-7.95012638092041,195292,195154,3804,39.63471268000001,1328,0.21251606728349412,51.12,146,,
0.001,-7.943962802886963,195496,195356,3808,39.73485016000001,1329,0.21061771646142005,51.17,147,,
0.001,-7.9330348777771,195698,195558,3812,39.654221240000005,1331,0.21394756679632226,51.13,147,,
0.001,-8.1279150390625,195891,195755,3816,39.59248728000001,1332,0.20452315509319305,51.07,147,,
0.001,-8.052392097619864,196000,195905,,,,0.20305569971410128,,,50.2,38.55887085199356
0.001,-7.894968589146932,196091,195953,3820,39.61603992,1334,0.20950393797829747,51.1,146,,
0.001,-7.844618430504432,196292,196153,3824,39.64816941000001,1335,0.1971249637695459,51.1,147,,
0.001,-7.990062216917674,196492,196353,3828,39.58049764,1336,0.21095866451458056,51.03,147,,
0.001,-8.00918794631958,196694,196554,3832,39.51938165,1337,0.19031257033348084,51.0,147,,
0.001,-7.994985030247615,196899,196758,3836,39.474109659999996,1339,0.19858250609384134,50.97,147,,
0.001,-8.122505523540356,197000,196864,,,,0.21379801054608147,,,50.2,38.55887085199356
0.001,-7.779500236511231,197106,196967,3840,39.494688249999996,1341,0.19167879822791792,50.99,146,,
0.001,-8.060556678771972,197305,197168,3844,39.39772293,1342,0.2044098435007796,50.94,146,,
0.001,-8.004978008270264,197508,197368,3848,39.406675990000004,1343,0.23442629375019852,50.92,146,,
0.001,-7.988393088181813,197713,197573,3852,39.3558101,1345,0.22940281961037187,50.86,146,,
0.001,-8.159469074673122,197923,197782,3856,39.37064754000001,1346,0.21285635429733205,50.86,146,,
0.001,-8.04240285873413,198000,197884,,,,0.21290569144244098,,,50.2,38.55887085199356
0.001,-7.99941163796645,198131,197987,3860,39.271678030000004,1348,0.19647028898963562,50.84,146,,
0.001,-8.06427013874054,198332,198194,3864,39.18348944,1350,0.19760943545649448,50.77,146,,
0.001,-7.95454475402832,198533,198394,3868,39.14307388,1352,0.22479885518550874,50.76,146,,
0.001,-7.992960544732901,198732,198595,3872,39.06569235,1353,0.19777717971457884,50.71,146,,
0.001,-7.922809784228985,198944,198804,3876,39.12561295,1355,0.22072918917618545,50.79,146,,
0.001,-7.970078505002535,199000,198909,,,,0.20735686314555835,,,50.2,38.55887085199356
0.001,-8.073983516693115,199146,199010,3880,39.11254042,1356,0.18968314631861083,50.77,146,,
0.001,-7.955937246481578,199351,199211,3884,39.11800568,1358,0.2084775486466836,50.77,146,,
0.001,-7.955580340491401,199559,199420,3888,39.25806656,1359,0.20719002074790452,50.82,146,,
0.001,-8.005026956399282,199764,199623,3892,39.346151760000005,1361,0.21363016537257604,50.88,146,,
0.001,-8.004944874690128,199965,199828,3896,39.26913454,1362,0.44670598968571307,50.8,146,,
0.001,-7.976493080457051,200000,199877,,,,0.20764177733538103,,,50.2,38.55887085199356
