time/time_elapsed,rollout/ep_rew_mean,time/fps,time/episodes,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/critic_loss,train/n_updates,train/learning_rate,eval/mean_ep_length,eval/mean_reward
749,140.52105691,149,1268,69.37,111763,-42.42689756913619,4.295686378907622,111609,0.001,,
,,,,,112000,-43.15140414237976,3.5520280227065086,111860,0.001,62.8,127.87018560478464
752,140.63207407,148,1272,69.49,112019,,,,,,
754,140.72588794,148,1276,69.48,112267,-43.39048373699188,3.9395849481225014,112111,0.001,,
756,140.66323169999998,148,1280,69.44,112527,-44.19687521457672,4.225348377984668,112372,0.001,,
759,140.87885427,148,1284,69.51,112777,-42.12866579691569,3.8527655924780895,112618,0.001,,
,,,,,113000,-43.959104722545995,3.6703632916173627,112881,0.001,63.2,128.36426993124186
762,139.32178911,148,1288,68.92,113036,,,,,,
764,139.21332082000004,148,1292,68.79,113292,-42.97848043134135,3.8813207553279017,113135,0.001,,
766,139.19733799999997,148,1296,68.89,113554,-43.606099282541585,3.9679151811907367,113395,0.001,,
768,138.54930837,148,1300,68.72,113813,-43.63904177758001,4.106951827094669,113655,0.001,,
,,,,,114000,-43.53321194648743,3.858513722052941,113851,0.001,64.7,130.9340263566002
771,137.1918908,147,1304,68.1,114074,-44.16632091999054,3.991386610364157,113914,0.001,,
773,136.81364479,147,1308,67.89,114338,-44.15000984885476,3.9873999447533577,114180,0.001,,
776,136.64852236,147,1312,67.74,114607,-43.691776275634766,3.7222521589763127,114450,0.001,,
778,136.01479196000003,147,1316,67.46,114875,-43.765129923820496,3.8269358575344086,114706,0.001,,
,,,,,115000,-42.98626101016998,4.08834649646093,114846,0.001,66.3,127.52590607921593
781,135.52894809000003,147,1320,67.21,115135,-43.38179347389623,4.009857651475188,114985,0.001,,
783,135.70255393999997,147,1324,67.42,115407,-43.911144375801086,3.6962110940366983,115242,0.001,,
785,134.99358078,147,1328,67.22,115671,-44.39559497255267,4.303243525100477,115513,0.001,,
787,135.02001007,147,1332,67.26,115936,-43.43672659737723,4.0687270879745485,115777,0.001,,
,,,,,116000,-42.851533104391656,3.8542948053843937,115844,0.001,65.4,128.6564742259681
790,135.05032601000002,146,1336,67.32,116202,-43.73418912020597,3.657430926365639,116043,0.001,,
792,134.28438481,146,1340,67.16,116475,-42.9863615325003,3.8114287166884453,116312,0.001,,
795,134.67286725,146,1344,67.5,116762,-43.4470957587747,3.884311044917387,116605,0.001,,
,,,,,117000,-43.66736873503654,3.952733874320984,116864,0.001,64.6,127.10388817819766
798,134.40895700000002,146,1348,67.46,117018,,,,,,
800,131.91544453000003,146,1352,66.29,117270,-44.088077299056515,3.89201985251519,117113,0.001,,
802,130.84829178,146,1356,65.84,117550,-43.05895928775563,3.760938963469337,117391,0.001,,
804,130.90175140999997,146,1360,65.92,117811,-43.17127811908722,4.044682986919696,117657,0.001,,
,,,,,118000,-44.288954532507695,4.263307048313654,117851,0.001,61.0,121.05984689472243
807,130.63925517,146,1364,65.93,118077,-43.57105418613979,3.8241031757299453,117920,0.001,,
809,130.18001592,146,1368,65.76,118339,-43.86652534238754,3.819469542730422,118173,0.001,,
811,130.54892385000002,146,1372,66.02,118621,-43.43214461382698,4.2273285317776805,118460,0.001,,
814,130.52883803999998,146,1376,66.16,118883,-44.774525698493505,4.199830411137015,118729,0.001,,
,,,,,119000,-43.29190604917465,4.155335355977543,118852,0.001,66.9,133.622444608208
816,130.54245311000003,145,1380,66.16,119143,-43.16842778523763,4.296833369466993,118989,0.001,,
819,130.64817631000003,145,1384,66.26,119403,-43.33956047796434,4.833016067254738,119246,0.001,,
821,130.50537513999998,145,1388,66.14,119650,-44.20816247122628,3.690432044043057,119500,0.001,,
823,131.21094536,145,1392,66.56,119948,-42.80281946394179,3.6556643163654168,119790,0.001,,
,,,,,120000,-43.22111962058327,4.009241403955402,119856,0.001,63.4,128.05613308027387
826,131.24074244,145,1396,66.51,120205,-43.100795873006184,4.540104744831721,120052,0.001,,
828,131.58281216,145,1400,66.56,120469,-43.91984888712565,3.94515115706647,120315,0.001,,
830,131.45631062999996,145,1404,66.52,120726,-44.683417892456056,3.7847054104010263,120569,0.001,,
832,131.44742387999997,145,1408,66.42,120980,-44.247941294024066,3.332638433722199,120822,0.001,,
,,,,,121000,-43.340682405414,4.152899160529628,120888,0.001,59.6,122.8604062804603
835,132.14400243999998,145,1412,66.67,121274,-43.6477217240767,3.7771103923971,121123,0.001,,
837,131.87941745,145,1416,66.37,121512,-43.77150160266507,4.002693012112477,121360,0.001,,
839,131.783795,145,1420,66.22,121757,-44.24748759115896,4.2329341173172,121603,0.001,,
,,,,,122000,-44.61136639912923,3.670448835690816,121887,0.001,62.4,125.50352244637907
842,132.26452058000004,144,1424,66.35,122042,,,,,,
844,132.06649675999998,144,1428,66.35,122306,-43.741178676060265,3.9164013045174735,122153,0.001,,
846,132.01074302,144,1432,66.35,122571,-43.30101579235446,3.451113675871203,122402,0.001,,
849,131.76909745,144,1436,66.14,122816,-44.25935782155683,3.66661956233363,122662,0.001,,
,,,,,123000,-43.036923841996625,3.6963965567675503,122852,0.001,64.4,127.13126434534789
851,131.46571507000002,144,1440,66.0,123075,-43.8230832417806,3.6753937290675602,122919,0.001,,
854,130.90711352,144,1444,65.7,123332,-43.74524459838867,4.460829865932465,123165,0.001,,
856,131.01113753,144,1448,65.8,123598,-43.83788754863124,3.8156491772073213,123438,0.001,,
858,131.5440745,144,1452,66.15,123885,-43.1583998709014,3.8056673563443697,123726,0.001,,
,,,,,124000,-44.457930860848265,3.7272028491414826,123851,0.001,67.6,132.80752791196574
862,131.97281305,144,1456,66.41,124191,-43.93684278215681,3.7523472547531127,124023,0.001,,
864,132.0177124,143,1460,66.44,124455,-43.9237314860026,3.5087483202824825,124289,0.001,,
866,132.17064700999998,143,1464,66.43,124720,-44.29354292770912,4.657713072053317,124560,0.001,,
,,,,,125000,-43.43425059962917,4.02687050845172,124863,0.001,72.7,140.93881549392827
869,132.74662558999998,143,1468,66.84,125023,,,,,,
872,132.84995465,143,1472,66.9,125311,-43.64017542670755,3.8222817498094894,125149,0.001,,
874,132.72349109,143,1476,66.91,125574,-42.77166400236242,3.551187699331957,125420,0.001,,
876,134.20604935,143,1480,67.59,125902,-43.7147342600721,4.365217959627192,125706,0.001,,
,,,,,126000,-44.37257080078125,3.7807952642440794,125870,0.001,77.1,157.64713321363087
880,135.38976161,143,1484,68.17,126220,-44.165885489327565,3.79704510143825,126029,0.001,,
883,136.4276541,143,1488,68.79,126529,-43.44453721887925,3.7716276084675506,126353,0.001,,
885,135.66045938000002,143,1492,68.29,126777,-43.9629327138265,3.764902181312686,126621,0.001,,
,,,,,127000,-44.341828738941864,3.5906535369762476,126889,0.001,69.2,139.64592053911184
888,135.79704944,143,1496,68.41,127046,,,,,,
890,135.64004561,143,1500,68.48,127317,-43.608938887312604,3.595524433496836,127150,0.001,,
892,136.91764679,142,1504,69.09,127635,-44.40939604717752,3.594133094601009,127475,0.001,,
895,137.15368060999998,142,1508,69.26,127906,-44.51140749454498,3.492179760709405,127756,0.001,,
,,,,,128000,-43.411996841430664,3.4438021699587504,127874,0.001,75.5,146.44952773483527
898,136.15060591,142,1512,68.85,128159,-44.73180265987621,3.453797352664611,128009,0.001,,
900,136.60291607,142,1516,69.37,128449,-44.253710037622696,4.199421764968277,128296,0.001,,
902,136.55995209,142,1520,69.56,128713,-44.87609181259618,3.6133630221540276,128550,0.001,,
904,135.83533641000002,142,1524,69.23,128965,-44.465135635868194,3.7231333871041574,128809,0.001,,
,,,,,129000,-44.38860273361206,3.333320276811719,128873,0.001,63.0,124.90456955058035
907,135.87357242,142,1528,69.21,129227,-44.23120142618815,3.947296675046285,129068,0.001,,
909,135.79876096,142,1532,69.12,129483,-44.47329744611468,3.4526251963206698,129327,0.001,,
911,136.02129810000002,142,1536,69.21,129737,-43.39853645093513,3.9713925809571236,129582,0.001,,
,,,,,130000,-43.97011734457577,3.627743160023409,129879,0.001,71.2,147.44255425101147
915,137.15894152,142,1540,69.57,130032,,,,,,
917,138.14461995999997,142,1544,69.98,130330,-44.868174919715294,4.046397251960559,130156,0.001,,
919,139.85700057,142,1548,70.52,130650,-44.091912177301225,3.7263536358636524,130431,0.001,,
922,139.61437279999998,141,1552,70.37,130922,-44.436628496324694,3.78352571178127,130764,0.001,,
,,,,,131000,-45.05737050374349,3.76839844984551,130903,0.001,92.3,195.01980453559662
926,139.81501893999996,141,1556,70.39,131230,-43.64801507247122,3.5935887972513836,131068,0.001,,
928,140.20337314999998,141,1560,70.58,131513,-43.92380807059152,3.3713002119745528,131353,0.001,,
930,140.42892729000002,141,1564,70.66,131786,-44.35794973373413,3.842019872739911,131626,0.001,,
,,,,,132000,-45.10911930629185,3.8272227518995043,131833,0.001,86.1,180.94608079325408
933,140.49545139,141,1568,70.59,132082,-44.48851915685142,3.8315642388855538,131915,0.001,,
936,141.59371892000001,141,1572,70.95,132406,-44.253081719080605,3.4943963761130967,132236,0.001,,
939,142.98495684000002,141,1576,71.42,132716,-44.15925797172215,3.517893892267476,132554,0.001,,
941,141.59213622,141,1580,70.8,132982,-43.99662312098912,3.6722995451518465,132822,0.001,,
,,,,,133000,-44.140952951767865,3.4258496866506687,132890,0.001,72.7,146.9939857210964
944,141.45059237,141,1584,70.69,133289,-44.49518600164675,3.6765876260458255,133130,0.001,,
946,140.75589709,141,1588,70.36,133565,-44.69897662892061,3.685222730917089,133400,0.001,,
949,141.24754444,140,1592,70.72,133849,-44.448241551717125,3.5367278851658464,133690,0.001,,
,,,,,134000,-43.95230058942522,3.800945280254751,133892,0.001,82.2,167.9506920563057
952,141.77613093,140,1596,70.93,134139,-43.95390718248155,3.38921942975786,133982,0.001,,
955,141.79401485,140,1600,70.96,134413,-44.63007311139788,3.640718206553392,134253,0.001,,
957,141.27498737999997,140,1604,70.8,134715,-44.99528950282505,3.326134952945986,134548,0.001,,
,,,,,135000,-44.971174240112305,3.413712934120414,134889,0.001,99.7,206.87145108706318
962,143.63843662000002,140,1608,71.77,135083,,,,,,
965,145.23986138,140,1612,72.51,135410,-44.4332642691476,3.40306544474193,135244,0.001,,
967,145.45055531999998,140,1616,72.59,135708,-44.523407724168564,3.564164833890067,135531,0.001,,
969,146.02003482,140,1620,72.78,135991,-44.95933869305779,3.326694709413192,135823,0.001,,
,,,,,136000,-44.92678110223068,3.224637911507958,135899,0.001,71.7,144.40133741386234
973,147.14875344,140,1624,73.27,136292,-44.00646129407381,3.62104899946012,136131,0.001,,
975,148.06923558,140,1628,73.66,136593,-44.14954355600718,3.6841488377253215,136413,0.001,,
977,148.22423851,139,1632,73.81,136864,-44.32154823072029,3.4832838026445305,136703,0.001,,
,,,,,137000,-45.14565737107221,3.670081269913825,136841,0.001,75.0,152.69810303840785
981,148.59333521,139,1636,74.06,137143,-45.138247546027685,3.634758761700462,136981,0.001,,
983,148.35098076000003,139,1640,74.07,137439,-44.650194729075714,3.5018434314166798,137262,0.001,,
986,148.37157609999997,139,1644,74.07,137737,-44.58639037090799,3.573090135396182,137572,0.001,,
,,,,,138000,-44.86534387925092,3.767954354700835,137867,0.001,83.3,173.40799933597447
989,147.90263763000002,139,1648,74.01,138051,,,,,,
992,149.5001263,139,1652,74.57,138379,-44.2369313012986,3.9679145358857655,138203,0.001,,
995,149.81973762,139,1656,74.53,138683,-44.55172486738725,3.867744308529478,138506,0.001,,
,,,,,139000,-44.39783181084527,3.7109208438131542,138876,0.001,93.2,202.61311475617111
999,152.56747182,139,1660,75.48,139061,,,,,,
1002,153.33580518999997,139,1664,75.78,139364,-43.82285188947405,3.3539921425390933,139192,0.001,,
1005,155.40118921000004,138,1668,76.47,139729,-44.479746311268904,3.7323017308586524,139547,0.001,,
,,,,,140000,-44.04942745632596,3.5457009849967536,139823,0.001,90.7,198.9219768236275
1009,156.76918945,138,1672,76.96,140102,-44.5332758585612,3.931581572200475,139912,0.001,,
1013,158.03847404999996,138,1676,77.39,140455,-45.05524615023999,4.165616910944703,140282,0.001,,
1016,160.20771317,138,1680,78.2,140802,-44.93980936570601,3.627711548202339,140622,0.001,,
,,,,,141000,-44.68938982164538,3.85789267920159,140853,0.001,89.2,189.40617813039572
1020,160.06280485,138,1684,78.08,141097,-43.435345042835586,3.5717230994125893,140940,0.001,,
1022,160.87241464000002,138,1688,78.33,141398,-44.65247004740947,3.4138437604904173,141239,0.001,,
1025,160.83884104,138,1692,78.26,141675,-44.27923774719238,3.656068472301259,141516,0.001,,
1027,160.3271937,138,1696,78.01,141940,-44.34912363688151,3.3700416485468545,141782,0.001,,
,,,,,142000,-45.38110894867868,3.2854218988707573,141848,0.001,65.8,130.70734786354006
1030,160.55615372,137,1700,77.99,142212,-44.74902834211077,3.7310154574257988,142051,0.001,,
1032,159.96856305,137,1704,77.6,142475,-44.50542588667436,3.6460566465671245,142318,0.001,,
1034,157.62538325,137,1708,76.51,142734,-44.82363760471344,3.60207324847579,142576,0.001,,
,,,,,143000,-45.218594059799656,3.3529682799951352,142843,0.001,68.1,137.74249227764085
1037,156.45139401,137,1712,75.93,143003,,,,,,
1040,156.77432051,137,1716,75.84,143292,-44.471555221912475,3.370063519755075,143133,0.001,,
1042,156.60024628,137,1720,75.71,143562,-44.73303789080995,3.357989439458558,143399,0.001,,
1044,155.82326367,137,1724,75.33,143825,-45.14604130913229,3.4792097210884094,143669,0.001,,
,,,,,144000,-44.02835880626332,3.740696238748955,143865,0.001,66.3,133.44133843916933
1047,155.16394151,137,1728,74.99,144092,-45.00307083129883,3.611131315800681,143932,0.001,,
1049,155.37870222,137,1732,75.03,144367,-44.17861578805106,3.6447598296152033,144207,0.001,,
1051,156.4094515,137,1736,75.35,144678,-44.3006725856236,3.2546655267908955,144516,0.001,,
1054,156.133748,137,1740,75.22,144961,-44.98196355034323,3.169178171434264,144801,0.001,,
,,,,,145000,-45.41543186412138,3.2511266785509445,144869,0.001,70.4,142.25282726921142
1057,155.50522941,137,1744,74.97,145234,-44.64539426915786,3.331838683805604,145073,0.001,,
1059,154.37011901999998,137,1748,74.54,145505,-43.96878882015453,3.5190889695111442,145345,0.001,,
1061,153.33546194,137,1752,74.18,145797,-45.15045477214613,3.334273868485501,145628,0.001,,
,,,,,146000,-44.571378217424666,3.4830464397157943,145847,0.001,68.9,138.61277020405979
1064,152.3745028,137,1756,73.9,146073,-44.543563057394586,3.473386938892194,145914,0.001,,
1066,149.52265544000002,137,1760,72.85,146346,-44.87575738089425,3.4460634874260943,146186,0.001,,
1069,149.83778350999998,137,1764,72.94,146658,-44.78843489147368,3.564699786049979,146497,0.001,,
1071,147.42325490000002,137,1768,72.04,146933,-45.16191652086046,3.897033001335574,146772,0.001,,
,,,,,147000,-44.90640664100647,3.4878403693437576,146905,0.001,68.0,136.35741343759
1074,144.98409618,137,1772,71.07,147209,-44.69791571299235,3.442776072356436,147045,0.001,,
1076,142.74373087,136,1776,70.25,147480,-44.469497568467084,3.1833010017871857,147321,0.001,,
1078,141.05643229999998,136,1780,69.59,147761,-45.05649097987584,3.2466138362884522,147592,0.001,,
,,,,,148000,-44.89541435241699,3.263918239776402,147897,0.001,65.2,134.69096074029804
1082,141.02223210000002,136,1784,69.59,148056,,,,,,
1084,140.22228923,136,1788,69.19,148317,-44.64597840742631,3.382253357080313,148160,0.001,,
1086,139.99740892999998,136,1792,69.16,148591,-45.212592005729675,2.9902716618317826,148427,0.001,,
1088,139.9869686,136,1796,69.13,148853,-44.123001329826586,2.9182234605153403,148694,0.001,,
,,,,,149000,-43.83460039080995,3.213415102525191,148895,0.001,67.7,134.76320626642556
1091,139.91866366,136,1800,69.11,149123,-44.89419185414034,3.4062588583020603,148963,0.001,,
1093,140.14786722000002,136,1804,69.19,149394,-44.44842668013139,2.8253335447022407,149230,0.001,,
1096,140.65145360999998,136,1808,69.46,149680,-46.33258920557358,3.0170292801716747,149521,0.001,,
1098,141.04639917999998,136,1812,69.59,149962,-44.53566753864288,3.6816749423742294,149803,0.001,,
,,,,,150000,-44.34355376748478,3.0743653792053904,149870,0.001,64.0,131.21004779487848
1101,140.33658000999998,136,1816,69.31,150223,-45.53981873483369,3.286277669848818,150066,0.001,,
1103,140.23740182,136,1820,69.28,150490,-45.51893267912023,3.1161754254032585,150332,0.001,,
1105,140.22200303000002,136,1824,69.31,150756,-44.568230137680516,3.135396151400324,150599,0.001,,
,,,,,151000,-44.95505880540417,3.6793924762356665,150853,0.001,61.5,125.40704656206071
1108,139.93707694,136,1828,69.11,151003,,,,,,
1110,139.42015118,136,1832,68.8,151247,-44.64683519999186,3.1938272794087728,151097,0.001,,
1112,138.09409169,136,1836,68.26,151504,-44.49823211221134,2.9546080897836124,151346,0.001,,
1114,138.45474551,136,1840,68.35,151796,-44.85081354777018,3.344387469007008,151613,0.001,,
,,,,,152000,-45.18359929865057,3.5671072710644114,151886,0.001,67.8,138.72102273647906
1117,139.77127485,136,1844,68.85,152119,-44.30071236105526,3.132324560828831,151955,0.001,,
1120,140.24543899,136,1848,68.96,152401,-45.37538057215073,3.2974753656249116,152245,0.001,,
1122,139.59309935999997,136,1852,68.58,152655,-45.37760310019216,3.232807390151485,152496,0.001,,
1124,139.55899365,135,1856,68.47,152920,-44.94016815634335,3.1783806050524994,152759,0.001,,
,,,,,153000,-45.0590919045841,2.91147994649583,152897,0.001,81.5,173.21731309465832
1127,139.95556387,135,1860,68.58,153204,-45.01480484008789,3.3127745509147646,153043,0.001,,
1129,138.94462913,135,1864,68.18,153476,-44.838878855985755,3.598076778299668,153316,0.001,,
1132,138.93568819,135,1868,68.13,153746,-44.767604266895965,3.2035888643825756,153587,0.001,,
,,,,,154000,-45.808956146240234,3.0423404646642283,153854,0.001,68.6,139.530263429787
1134,138.80865282000002,135,1872,68.03,154012,,,,,,
1137,138.89835637,135,1876,68.02,154282,-45.655441508573645,3.176397781161701,154123,0.001,,
1139,138.84079943,135,1880,67.95,154556,-44.888308693380914,3.149964807664647,154395,0.001,,
1141,138.58241336999998,135,1884,67.81,154837,-45.570791192956875,3.2137221887304976,154672,0.001,,
,,,,,155000,-45.780964722504486,3.083012579238578,154886,0.001,71.3,147.8208564840257
1144,138.97405867,135,1888,67.98,155115,-45.533024731804346,3.0704680750335474,154955,0.001,,
1147,139.42615765,135,1892,68.06,155397,-45.23994336809431,3.145933268751417,155232,0.001,,
1149,139.69714739000003,135,1896,68.17,155670,-44.620128743788776,3.153676036526175,155510,0.001,,
1151,139.91643725,135,1900,68.21,155944,-44.56631840297154,3.4840284931486933,155786,0.001,,
,,,,,156000,-44.35368381847035,2.912943841833057,155852,0.001,67.9,138.25768441706896
1154,139.99238848000002,135,1904,68.24,156218,-45.427079227992465,3.055060715334756,156060,0.001,,
1156,139.67685642,135,1908,68.08,156488,-45.10692180286754,2.884818738965846,156329,0.001,,
1159,139.39001451,135,1912,67.95,156757,-45.44343902125503,3.127015350442944,156598,0.001,,
,,,,,157000,-45.201103659237134,3.145133109235052,156864,0.001,63.8,133.29937412142755
1161,139.48882225,135,1916,67.97,157020,,,,,,
1164,139.59930259,135,1920,67.95,157285,-44.53440140232895,3.156157060102983,157125,0.001,,
1166,139.9906461,135,1924,68.08,157564,-45.1800849016975,3.6998845570123016,157404,0.001,,
1168,140.40359692,135,1928,68.26,157829,-45.061429804021664,3.1762875193980205,157671,0.001,,
,,,,,158000,-44.4719704136704,2.9859366452516016,157869,0.001,72.3,149.2274370316416
1171,140.94847549,134,1932,68.53,158100,-45.07885720994737,3.1227469278706446,157941,0.001,,
1173,141.4902784,134,1936,68.79,158383,-45.696482602287745,3.649955351563061,158223,0.001,,
1176,141.07120500000002,134,1940,68.56,158652,-44.77085629631491,3.2057789457378103,158494,0.001,,
1178,139.82311067000003,134,1944,68.0,158919,-45.37871019767992,2.9704890594337927,158761,0.001,,
,,,,,159000,-45.37372959361357,3.128264339531169,158895,0.001,66.6,138.73568127676845
1181,139.66024705,134,1948,67.91,159192,-44.66069527828332,3.3681545613416985,159029,0.001,,
1183,139.94028608,134,1952,68.06,159461,-45.33598697546756,3.11110344619462,159301,0.001,,
1185,140.42227821999998,134,1956,68.27,159747,-44.80727700626149,3.5023069592083202,159573,0.001,,
,,,,,160000,-46.03535019723993,3.10070454446893,159866,0.001,69.9,143.73912467733027
1188,140.41161113,134,1960,68.23,160027,,,,,,
1191,140.87814754,134,1964,68.36,160312,-45.06090206570096,3.2309228347407446,160152,0.001,,
1193,141.2572145,134,1968,68.45,160591,-45.30399834769113,3.162806027177451,160424,0.001,,
1196,142.43856020000004,134,1972,68.9,160902,-45.51704199654716,3.1734068938664026,160741,0.001,,
,,,,,161000,-45.32221438667991,2.9649891947092635,160899,0.001,69.6,143.18276404328645
1199,143.35253429,134,1976,69.26,161208,-45.17387771606445,3.242074480056763,161043,0.001,,
1201,143.49107645,134,1980,69.33,161489,-46.16924285888672,2.8446023066838584,161327,0.001,,
1203,143.13820114000004,134,1984,69.17,161754,-46.32417166233063,2.9966700370495136,161595,0.001,,
,,,,,162000,-45.066536180900805,3.026750557458223,161861,0.001,71.2,146.73443248420955
1207,142.91019919000001,134,1988,69.1,162025,,,,,,
1209,142.77923199,134,1992,69.07,162304,-45.06558568854081,3.639439643997895,162145,0.001,,
1211,142.91713406,134,1996,69.1,162580,-45.309327742632696,2.6281853771921413,162420,0.001,,
1213,144.43977600999997,134,2000,69.64,162908,-45.78103528703962,3.127096651305615,162719,0.001,,
,,,,,163000,-44.687312457026266,3.0372599277299703,162816,0.001,82.1,179.85583544094115
1217,145.08250381,134,2004,69.87,163205,-45.08163981967502,2.8980397103537974,163046,0.001,,
1219,145.28288816999998,134,2008,69.95,163483,-45.2271609715053,3.1271518043109348,163324,0.001,,
1221,145.45786733,134,2012,70.05,163762,-45.98872106215533,3.1008306776267895,163597,0.001,,
,,,,,164000,-45.19427360187877,2.8328797316009346,163901,0.001,73.0,150.4960143968463
1225,146.28735336,133,2016,70.46,164066,,,,,,
1227,148.05850482,133,2020,71.14,164399,-45.37069821357727,3.015907254415689,164235,0.001,,
1230,148.6308932,133,2024,71.37,164701,-45.806172448235586,3.010837140148633,164542,0.001,,
1232,148.97253348,133,2028,71.53,164982,-45.35553412967258,2.8703834613164267,164820,0.001,,
,,,,,165000,-45.706642150878906,2.9759901114872522,164890,0.001,67.8,137.56650713533162
1235,149.24472583000002,133,2032,71.65,165265,-45.69772017629523,2.968526459053943,165111,0.001,,
1238,150.09310833,133,2036,71.95,165578,-45.35197594825258,3.3797901361546616,165411,0.001,,
1240,151.8632778,133,2040,72.59,165911,-45.96091606503441,3.09935690675463,165738,0.001,,
,,,,,166000,-45.87784989674886,3.0139327821597246,165890,0.001,78.2,164.8564740128815
1243,152.17704979,133,2044,72.76,166195,-45.68269359364229,3.745186874831932,166031,0.001,,
1246,152.77273473000002,133,2048,72.98,166490,-45.04464874267578,3.286121782234737,166330,0.001,,
1248,153.39801559,133,2052,73.27,166788,-45.81300078497993,3.129456943189594,166614,0.001,,
,,,,,167000,-45.940940039498464,3.2694038436526345,166869,0.001,99.5,234.10570965949447
1252,154.67298431999998,133,2056,73.76,167123,-45.31424826764046,2.823834717914622,166962,0.001,,
1255,156.06605535,133,2060,74.27,167454,-46.22067997672341,2.9960434543952514,167275,0.001,,
1257,156.68650280999998,133,2064,74.48,167760,-46.65766656058175,3.102077425365717,167599,0.001,,
,,,,,168000,-45.18367127811207,2.9936497264048634,167873,0.001,71.2,144.8006694123149
1260,156.50909417,133,2068,74.49,168040,,,,,,
1263,155.72924331000002,133,2072,74.22,168324,-46.116210301717125,3.308015091778481,168161,0.001,,
1265,155.90674554999998,133,2076,74.26,168634,-45.921309443882535,3.176619803905487,168471,0.001,,
1268,156.85167615999998,133,2080,74.65,168954,-46.38843214246962,2.965339665942722,168792,0.001,,
,,,,,169000,-45.56058109828404,3.245082572528294,168862,0.001,71.2,145.7490878328681
1271,157.14245302999998,133,2084,74.8,169234,-45.685900610846446,3.0469779323887183,169074,0.001,,
1273,158.11161392,133,2088,75.18,169543,-45.07298457368891,3.0164050827635096,169380,0.001,,
1276,158.03167659000002,133,2092,75.12,169816,-46.39140657697405,3.0774999329022,169657,0.001,,
,,,,,170000,-46.754326091093176,3.041083674499954,169861,0.001,67.7,139.17735369205474
1279,157.90125505999998,132,2096,75.06,170086,-45.97462945825913,2.7991700546065372,169928,0.001,,
1281,156.31941949,132,2100,74.45,170353,-46.73470104441923,2.947374517426771,170194,0.001,,
1283,156.32282696000001,132,2104,74.49,170654,-45.88990826076932,3.040615341729588,170495,0.001,,
1285,156.712672,132,2108,74.64,170947,-46.25789229075114,3.0897338423930423,170768,0.001,,
,,,,,171000,-46.03925456557163,2.7844503104001626,170855,0.001,88.6,196.00749882124364
1289,157.32412271,132,2112,74.85,171247,-45.818975939069475,2.940883024879124,171088,0.001,,
1291,156.80687110000002,132,2116,74.61,171527,-45.716388484409876,3.058701879736306,171366,0.001,,
1293,155.21728257,132,2120,74.04,171803,-45.639021955217636,3.423199113777706,171642,0.001,,
,,,,,172000,-45.1893674065085,3.1440167444593765,171851,0.001,67.6,137.1135426968336
1296,154.53379258,132,2124,73.77,172078,-45.69761152828441,2.986513193915872,171919,0.001,,
1299,157.38737167000002,132,2128,74.62,172444,-45.15278171848606,3.3208263079325357,172283,0.001,,
1302,158.37164358,132,2132,74.96,172761,-45.84131925533979,3.0747060202345065,172585,0.001,,
,,,,,173000,-45.04711893442515,3.0867396625312598,172825,0.001,75.3,154.87265757564455
1305,158.81089237,132,2136,75.13,173091,-46.22936798805414,3.0869369326635847,172911,0.001,,
1308,157.92520166,132,2140,74.87,173398,-46.01769291270863,2.876703052809744,173237,0.001,,
1310,158.001149,132,2144,74.91,173686,-45.67106912302416,3.239436212707968,173526,0.001,,
1313,157.91919592,132,2148,74.92,173982,-45.965682752204664,3.1275685574069167,173822,0.001,,
,,,,,174000,-45.07960858064539,3.1627129439045403,173890,0.001,68.3,139.41734058260917
1316,157.66137246,132,2152,74.81,174269,-46.299350053836136,3.2654811587089148,174106,0.001,,
1318,156.07891675999997,132,2156,74.27,174550,-45.544637044270836,3.0241341537504054,174385,0.001,,
1321,159.40851068,132,2160,75.17,174971,-45.46110741751534,3.287015472139631,174670,0.001,,
,,,,,175000,-45.78028301092294,2.9855818366319937,174879,0.001,70.8,142.81070454716684
1325,158.49907968,132,2164,74.91,175251,-45.748148600260414,2.8712206284205117,175090,0.001,,
1327,159.26948142999998,132,2168,75.19,175559,-45.410871557287265,3.0951460469258976,175372,0.001,,
1329,158.85663568,132,2172,75.1,175834,-45.6167000906808,2.8415330112844273,175674,0.001,,
,,,,,176000,-46.905362858491785,3.0488164891367373,175883,0.001,76.0,156.1965840095654
1333,157.93731773000002,132,2176,74.83,176117,-45.7553950718471,2.820707094669342,175953,0.001,,
1335,156.73309131999997,132,2180,74.37,176391,-45.757354736328125,3.5956431920977607,176231,0.001,,
1338,157.24475237000001,132,2184,74.59,176693,-46.43634033203125,3.0778635775341705,176529,0.001,,
1340,156.2747368,132,2188,74.27,176970,-45.629051208496094,3.2857173919677733,176809,0.001,,
,,,,,177000,-46.53637597220285,3.038363354793493,176878,0.001,67.8,134.5473207436502
1343,156.19414983,131,2192,74.3,177246,-45.692306200663246,3.182799048826728,177084,0.001,,
1345,157.11926098,131,2196,74.72,177558,-45.78683238559299,3.1401947571171656,177374,0.001,,
1348,157.18347203000002,131,2200,74.85,177838,-45.136004391838526,3.213678950772566,177671,0.001,,
,,,,,178000,-45.760556052712836,2.9693684420164894,177885,0.001,73.2,148.19180991649628
1351,157.05060115999999,131,2204,74.82,178136,-45.763394355773926,3.2921411991119385,177956,0.001,,
1353,157.04556191,131,2208,74.88,178435,-45.08882686070034,4.392810912017363,178268,0.001,,
