train/learning_rate,train/critic_loss,time/episodes,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/actor_loss,time/fps,eval/mean_ep_length,eval/mean_reward
0.001,10.206330205137665,,109914,,,110000,,-116.75200240676467,,143.4,306.8373006343842
0.001,7.630348086357117,840,110190,142.25,305.57296833,110355,881,-116.95439557886836,125,,
0.001,9.869681902621922,844,110768,141.49,304.6713279399999,110946,884,-117.55285032171952,125,,
0.001,10.797133178127055,,110915,,,111000,,-116.44050117388163,,147.4,313.5563126504421
0.001,10.971222100997792,848,111339,140.84,303.92353058,111511,889,-117.22726345062256,125,,
0.001,4.882660757016091,,111908,,,112000,,-116.85134368011917,,141.7,309.61784940361974
,,852,,139.9,302.97367062999996,112075,894,,125,,
0.001,8.581615667890858,856,112472,138.94,301.97419958,112640,897,-117.56948759749129,125,,
0.001,8.343870730400086,,112903,,,113000,,-116.97542338053385,,150.7,320.26423639655115
0.001,9.714642625276735,860,113050,138.28,301.17338373,113214,903,-116.85415154534417,125,,
0.001,9.993315113915337,864,113554,136.93,299.42320356999994,113715,906,-117.54663266973981,125,,
0.001,11.117815707264276,,113921,,,114000,,-116.65180587768555,,121.2,281.54145006537436
0.001,9.115067790592871,868,114045,135.22,297.22315486,114192,910,-116.22837571174868,125,,
0.001,4.801042103570355,872,114521,134.36,296.37363488,114680,913,-116.89540417989095,125,,
0.001,9.069132945953159,,114886,,,115000,,-116.35657986727628,,100.4,251.39011464118957
0.001,5.230131396225521,876,114984,133.01,294.52569234999993,115128,917,-117.14163239148198,125,,
0.001,9.256732241797993,880,115457,132.46,293.86163067999996,115610,920,-117.09060845008263,125,,
0.001,6.399106083279949,,115919,,,116000,,-117.15810381355932,,142.1,309.05353412628176
,,884,,132.04,293.30719414,116094,924,,125,,
0.001,8.109677970409393,888,116473,132.3,293.88411027,116649,927,-116.78392972444233,125,,
0.001,8.287153485818958,,116897,,,117000,,-117.45357971191406,,131.2,295.3978377819061
0.001,15.13000975793867,892,117031,132.07,293.60507476000004,117190,932,-116.95582204790257,125,,
0.001,11.515827318474098,896,117556,131.86,293.62002695,117720,935,-117.57579040527344,125,,
0.001,4.5030156868475455,,117965,,,118000,,-116.50901703336346,,132.9,297.33673147559165
0.001,11.152539646882804,900,118104,132.18,294.31438925000003,118272,940,-116.43347026279994,125,,
0.001,7.106459254841153,904,118682,133.2,295.80543032,118855,944,-116.97889208112444,125,,
0.001,10.736593863793782,,118964,,,119000,,-116.66112442016602,,142.1,310.4428627550602
0.001,12.450176987085449,908,119279,134.41,297.58076932,119457,949,-117.39636384771111,125,,
0.001,9.593753521442414,,119892,,,120000,,-116.95347269694011,,151.7,321.6079116046429
,,912,,136.04,300.04428235,120076,954,,125,,
0.001,9.138201860917938,916,120469,136.9,301.39557385000006,120652,958,-117.5938098695543,125,,
0.001,16.938864152208506,,120920,,,121000,,-117.14632786342077,,151.4,323.4349224209785
0.001,11.25247907795404,920,121072,137.49,302.24450388,121240,963,-116.7610027915553,125,,
0.001,9.205771702666615,924,121671,138.23,303.20580449,121855,967,-116.43029944841251,125,,
0.001,3.906343393076479,,121824,,,122000,,-117.01816687645851,,143.5,313.479226231575
0.001,6.92693147517198,928,122272,138.85,304.21693548,122467,972,-116.76347170378033,125,,
0.001,9.386586366850754,,122877,,,123000,,-117.22866439819336,,140.5,310.1734307348728
,,932,,138.82,304.29124666,123049,977,,125,,
0.001,7.895179022049558,936,123430,137.96,303.2533365,123593,980,-116.95593018462692,125,,
0.001,8.482786393877285,,123842,,,124000,,-117.1223770824831,,135.6,301.0047397851944
0.001,10.988472578299307,940,123979,137.93,303.44545244,124148,985,-116.50394271401798,125,,
0.001,11.32594630078993,944,124550,137.68,303.15955533000005,124714,989,-117.03192039158033,126,,
0.001,8.283706648860658,,124966,,,125000,,-116.41151155744281,,137.7,302.75987753868105
0.001,11.697802407707242,948,125105,137.74,303.27281289,125285,994,-116.67270958941916,126,,
0.001,6.905912509504354,952,125692,137.85,303.36317553000003,125860,997,-116.24971170425415,126,,
0.001,10.430978133730644,,125829,,,126000,,-116.7654592850629,,147.6,315.25295295119287
0.001,9.129479915082097,956,126301,138.54,304.26555971,126494,1002,-116.63946882500706,126,,
0.001,11.536352509708074,,126797,,,127000,,-116.73558115404705,,171.7,344.82011327147484
0.001,9.098450322260803,960,126971,139.45,305.39773399999996,127159,1008,-117.39110696726831,126,,
0.001,11.189645618017465,964,127630,141.1,307.58507804,127825,1012,-116.65928566165087,126,,
0.001,7.013519898766563,,127962,,,128000,,-116.99141184488933,,163.0,333.40333544015886
0.001,9.022774698315086,968,128307,143.22,310.24624062000004,128514,1018,-117.56395536988646,126,,
0.001,6.438576741532965,,128835,,,129000,,-117.04036285065033,,173.3,344.71268288493155
0.001,7.028734681911247,972,129007,145.38,312.85606692,129218,1024,-116.42769188104674,126,,
0.001,9.418584448595842,976,129671,147.35,315.45424431,129863,1028,-116.67686644054595,126,,
0.001,7.974555750070892,,129832,,,130000,,-117.41996605013624,,169.5,340.3670530498028
0.001,5.71936847423685,980,130355,149.4,317.97726187000006,130550,1034,-117.1998650561804,126,,
0.001,12.843784063353258,,130860,,,131000,,-117.11558425005744,,169.8,343.046569699049
0.001,7.15214969630701,984,131026,151.33,320.49410924,131227,1040,-117.43800372387989,126,,
0.001,9.381059011919746,988,131670,152.16,321.40625335000004,131865,1044,-117.26184552336392,126,,
0.001,9.747404698918505,,131834,,,132000,,-116.66866758393078,,157.4,326.41619864702227
0.001,6.13648768479392,992,132295,152.85,322.20553525,132475,1050,-117.27035934860642,126,,
0.001,6.867912308126688,,132892,,,133000,,-117.87194919586182,,159.8,327.0467152476311
,,996,,153.67,322.99993857,133087,1055,,126,,
0.001,10.033667389202762,1000,133529,154.52,323.78334376,133724,1059,-116.48998023368218,126,,
0.001,10.188302190098542,,133844,,,134000,,-117.87142653214305,,152.4,316.8602923989296
0.001,3.713459746791171,1004,134144,154.71,323.76789056,134326,1064,-116.9808962933429,126,,
0.001,4.844781720960462,1008,134741,154.6,323.35549892,134917,1068,-117.4496690904772,126,,
0.001,9.184649806187071,,134886,,,135000,,-117.12024803684183,,150.8,315.04061793684957
0.001,8.075195557291403,1012,135351,154.49,322.95769069999994,135525,1073,-117.40659737888771,126,,
0.001,8.147376790076871,,135966,,,136000,,-117.83426202701617,,153.7,318.68474707603457
,,1016,,154.99,323.4004745,136151,1078,,126,,
0.001,3.5396776641441496,1020,136578,155.2,323.41064815,136760,1082,-117.9116295262387,126,,
0.001,4.289684888389376,,136873,,,137000,,-116.93289417690701,,133.1,287.3567063689232
0.001,4.739465643059123,1024,137122,154.17,321.49380312,137272,1087,-117.02975501388799,126,,
0.001,7.169996045316968,1028,137612,152.87,319.04471213,137754,1090,-117.10191561141104,126,,
0.001,4.628096472740173,,137848,,,138000,,-117.61049361456008,,129.5,287.26862782239914
0.001,7.177959063649178,1032,138098,152.12,317.65646072,138261,1094,-116.85818964640299,126,,
0.001,13.042800449662739,1036,138651,152.26,317.76331408000004,138819,1097,-117.43967967563205,126,,
0.001,6.15914853932201,,138926,,,139000,,-117.83813211192255,,140.5,304.0878515958786
0.001,7.50757260253464,1040,139202,152.26,317.64974091999994,139374,1102,-116.984622568324,126,,
0.001,6.108491964467609,1044,139732,151.82,316.74505111999997,139896,1105,-117.16392077821673,126,,
0.001,3.914256808004881,,139865,,,140000,,-116.68283208211263,,136.8,297.46137592196465
0.001,13.363815318929017,1048,140275,151.55,316.1906986,140440,1110,-117.5400489358341,126,,
0.001,6.350584530573097,,140838,,,141000,,-117.41756025041853,,135.8,298.3495711326599
,,1052,,151.48,315.97343267,141008,1115,,126,,
0.001,2.96923037467303,1056,141409,150.89,315.01845410000004,141583,1119,-117.89668778970209,126,,
0.001,5.115390738241033,,141841,,,142000,,-116.84870228014495,,140.9,305.68847597241404
0.001,10.34458383958082,1060,141989,150.06,313.99571175000005,142165,1124,-117.11550057900918,126,,
0.001,3.8980897389578097,1064,142540,148.8,312.39591808,142705,1127,-117.65790569421017,126,,
0.001,5.626448917388916,,142964,,,143000,,-117.25674092610677,,143.7,307.35294834971427
0.001,4.300063560546284,1068,143106,147.72,311.17565613000005,143286,1132,-117.99846262327382,126,,
0.001,5.999575431887985,1072,143699,146.56,309.83488610000006,143874,1136,-117.51357280186244,126,,
0.001,4.582230262458324,,143843,,,144000,,-117.78764862484402,,137.7,303.2311742901802
0.001,7.643001251847204,1076,144259,145.66,308.56403954,144429,1141,-117.4553212558522,126,,
0.001,6.978717281172673,1080,144829,144.46,307.15837017000007,144996,1145,-117.08270009358723,126,,
0.001,6.12597601553973,,144965,,,145000,,-117.77691437216366,,126.7,288.6286799252033
0.001,4.33949324129321,1084,145355,142.95,305.2813945,145522,1150,-117.88948004586356,126,,
0.001,11.061903636730634,,145890,,,146000,,-117.50149688720703,,134.6,298.41102967858313
,,1088,,141.92,303.98875889000004,146057,1155,,126,,
0.001,8.076493918463804,1092,146438,141.35,303.43856843000003,146610,1158,-117.57268844825634,126,,
0.001,7.061425446139442,,146854,,,147000,,-117.58651811936322,,136.2,297.9531583726406
0.001,4.255110922105172,1096,146990,140.71,302.66286288,147158,1163,-117.76826263876522,126,,
0.001,11.865513938479125,1100,147528,139.73,301.56439763,147697,1167,-117.6783732175827,126,,
0.001,7.0202099290683115,,147939,,,148000,,-118.54662234541298,,130.5,289.8496692478657
0.001,9.317975607785312,1104,148071,139.14,300.93977087999997,148240,1172,-117.15104975844875,126,,
0.001,7.006809048965329,1108,148595,138.4,300.15466813,148757,1176,-117.54685348760886,126,,
0.001,6.204803598019504,,148855,,,149000,,-117.63924372196198,,135.8,299.8746196627617
0.001,6.685502799830043,1112,149125,137.62,299.29394947,149287,1180,-117.55353418986003,126,,
0.001,6.879091653160583,1116,149652,136.6,297.98742911000005,149811,1184,-117.8113722160681,126,,
0.001,7.74262889623642,,149915,,,150000,,-117.34750149854973,,136.1,298.58887285590174
0.001,6.075742469189015,1120,150194,136.03,297.35466031000004,150363,1189,-118.01883020535321,126,,
0.001,3.0704821746983972,1124,150743,136.42,298.28177669,150914,1192,-117.48772087650022,126,,
0.001,9.037459995065417,,150883,,,151000,,-117.73077207292829,,134.4,295.22618783712386
0.001,7.4519030733872915,1128,151283,136.82,299.28738132,151436,1197,-117.8699211707482,126,,
0.001,8.886568256278537,1132,151788,136.92,299.67871329999997,151953,1201,-117.6506353349828,126,,
0.001,6.339828002808699,,151922,,,152000,,-117.01641139699451,,131.4,294.68268543481827
0.001,5.41670240221485,1136,152297,136.35,298.96959406,152454,1205,-118.14466845604682,126,,
0.001,8.097050316245468,1140,152818,136.09,298.66098235000004,152983,1209,-118.63747181611903,126,,
0.001,8.818789023516784,,152952,,,153000,,-117.68110838932778,,130.3,293.54625208377837
0.001,4.353933587784075,1144,153348,136.17,299.11224230999994,153513,1213,-118.0789680480957,126,,
0.001,8.027832789017873,,153879,,,154000,,-118.99941107806038,,136.3,300.5256294488907
,,1148,,136.06,299.19495906,154046,1218,,126,,
0.001,7.77620496068682,1152,154410,135.62,298.70599418999996,154570,1222,-117.99444409270785,126,,
0.001,8.360839747844782,,154934,,,155000,,-118.68357177278888,,131.6,292.6222275853157
,,1156,,135.09,298.12295145,155092,1226,,126,,
0.001,2.175581347445647,1160,155436,134.3,297.05307071,155595,1230,-118.86299095153808,126,,
0.001,2.752516464392344,,155965,,,156000,,-118.6636788667138,,124.5,283.74893084764483
,,1164,,134.18,296.93389094,156123,1234,,126,,
0.001,5.601622703400525,1168,156504,133.81,296.4558002,156667,1238,-118.18860487504439,126,,
0.001,4.9834393461545305,,156895,,,157000,,-117.90839385986328,,122.8,283.20882017612456
0.001,2.51765139158382,1172,157024,133.03,295.45015732,157177,1242,-117.64482128436748,126,,
0.001,5.598131954669952,1176,157528,132.6,295.05066001,157689,1246,-118.57496005198995,126,,
0.001,5.5005073013305665,,157908,,,158000,,-118.25042579287575,,127.7,290.122249609232
0.001,5.550172169846813,1180,158035,132.03,294.21241883000005,158199,1250,-118.66076078869048,126,,
0.001,2.405720397349327,1184,158552,131.75,293.82379319999995,158697,1253,-118.45477996333953,126,,
0.001,8.602143902947583,,158902,,,159000,,-118.16676485538483,,126.4,286.1687294244766
0.001,4.325463831424713,1188,159023,131.25,293.15254535,159182,1257,-117.26568692525228,126,,
0.001,5.143613828918126,1192,159530,130.72,292.45472023,159682,1261,-118.53417181968689,126,,
0.001,5.770953810926693,,159910,,,160000,,-118.35847530080311,,127.2,286.3826448559761
0.001,9.786225754590262,1196,160036,130.31,291.95764568,160189,1265,-117.98815857417999,126,,
0.001,7.394426371933015,1200,160518,129.76,291.24949327999997,160673,1268,-118.25869150630763,126,,
0.001,12.998757975081267,,160881,,,161000,,-117.74917240466101,,117.1,277.00124086141585
0.001,3.463521435099133,1204,160999,129.03,290.38580995000007,161143,1272,-118.60933349092127,126,,
0.001,2.2986088237672484,1208,161442,128.36,289.44500284000003,161593,1275,-119.00535842607606,126,,
0.001,8.399868651971978,,161898,,,162000,,-117.82797603283899,,116.6,274.411808514595
,,1212,,127.57,288.31744493,162044,1279,,126,,
0.001,4.291393072390165,1216,162386,127.22,287.89918259999996,162533,1282,-119.0897156762295,126,,
0.001,10.104219037489813,,162864,,,163000,,-119.033266411453,,131.7,294.019233840704
,,1220,,126.61,287.20796686,163024,1287,,126,,
0.001,4.732982281007264,1224,163383,126.3,286.8881374,163544,1290,-118.75497263128108,126,,
0.001,8.010440716547752,,163887,,,164000,,-119.20724578401935,,133.3,297.3684757947922
,,1228,,126.17,286.84822729,164053,1295,,126,,
0.001,8.505187042168718,1232,164417,126.31,287.05485251,164584,1298,-118.68038177490234,126,,
0.001,6.848010325529536,,164923,,,165000,,-119.04891217341188,,132.2,289.8384789943695
,,1236,,126.33,286.92952940000004,165087,1302,,126,,
0.001,14.194581234064259,1240,165423,126.03,286.57092936000004,165586,1306,-118.38987769455206,126,,
0.001,8.030638870908254,,165952,,,166000,,-118.97212629175898,,130.2,289.21239721775055
,,1244,,126.02,286.53812588,166115,1310,,126,,
0.001,8.068454328158223,1248,166487,126.04,286.53391634,166650,1314,-118.95865543910435,126,,
0.001,6.9150917236294065,,166900,,,167000,,-118.62786679949079,,140.3,305.35755506753924
0.001,10.217005864835121,1252,167042,126.41,287.00920234,167211,1319,-118.79534750924984,126,,
0.001,16.990846613139816,1256,167584,126.61,287.26114124,167753,1322,-118.69468885479552,126,,
0.001,10.727706241396676,,167967,,,168000,,-119.4175363268171,,135.7,299.52379267811773
0.001,7.631121990435264,1260,168103,126.81,287.54899051999996,168276,1327,-119.40075537737678,126,,
0.001,6.565941778024038,1264,168675,127.29,288.19775071,168852,1330,-119.2947563680013,126,,
0.001,4.376490955891675,,168821,,,169000,,-119.03072461689989,,150.9,319.38854653835295
0.001,12.184833091994127,1268,169262,127.83,288.89738437,169450,1336,-118.94187450408936,126,,
0.001,5.727628181824524,,169906,,,170000,,-118.85044217913338,,170.0,343.0490464508533
,,1272,,129.36,290.8714728300001,170113,1341,,126,,
0.001,8.63562228778998,1276,170517,129.85,291.48789750000003,170674,1345,-118.55452124277751,126,,
0.001,10.057388003725205,,170907,,,171000,,-118.70979533475987,,132.1,297.77260187864306
0.001,13.344319300298338,1280,171042,130.03,291.91252691,171202,1350,-119.02400443133186,126,,
0.001,16.65047442303957,1284,171567,130.33,292.35070945,171730,1353,-118.69330675461713,126,,
0.001,15.764870737280164,,171839,,,172000,,-118.99879651750837,,149.6,317.0942353129387
0.001,12.624924073756581,1288,172130,131.37,293.69964737000004,172319,1358,-118.90133172693388,126,,
0.001,10.241408800745344,1292,172738,132.18,294.72210652999996,172900,1362,-118.72944662306044,126,,
0.001,7.564791194355215,,172869,,,173000,,-118.17901270939754,,128.4,283.6880131721497
0.001,12.395605655074808,1296,173304,133.13,295.97497752,173502,1367,-118.89684909513628,126,,
0.001,11.481252154006677,,173886,,,174000,,-117.97543200324563,,155.1,323.2037018954754
,,1300,,134.01,297.08789039,174074,1372,,126,,
0.001,12.822877746030509,1304,174540,136.16,299.74655714,174759,1377,-118.46957213620105,126,,
0.001,4.019825912438906,,174910,,,175000,,-118.53561661269639,,170.7,342.3706601798534
0.001,7.373599847157796,1308,175259,138.69,303.05650299,175462,1383,-118.5592940937389,126,,
0.001,9.04276568850101,,175792,,,176000,,-118.55488997239333,,176.2,350.6469762265682
0.001,5.037455580421001,1312,175971,141.28,306.4568230400001,176172,1390,-118.53858887747433,126,,
0.001,7.30809427911078,1316,176663,143.3,308.93540729,176863,1394,-118.67090795180377,126,,
0.001,8.231780314586572,,176832,,,177000,,-118.03736518411075,,140.2,305.5918091058731
0.001,6.721709956396494,1320,177262,144.12,309.97241389000004,177436,1399,-118.5875983991121,126,,
0.001,14.432031033188105,1324,177834,144.45,310.33368421,177989,1403,-118.1859787940979,126,,
0.001,15.948900510226526,,177958,,,178000,,-118.30153446812784,,117.6,274.8818368434906
0.001,6.6208831483667545,1328,178310,144.22,310.01483319,178475,1407,-118.92196266867897,126,,
0.001,6.989679283806772,,178889,,,179000,,-118.62136096489138,,163.5,333.4743095993996
,,1332,,144.99,311.00820774,179083,1413,,126,,
0.001,9.634412914873606,1336,179495,146.06,312.52706104000004,179693,1417,-119.0330220417804,126,,
0.001,6.728401389505182,,179830,,,180000,,-117.98868778773716,,156.6,326.90462785959244
0.001,5.167748154320332,1340,180151,147.41,314.2936159,180327,1423,-118.73461360931397,126,,
0.001,7.126123819719343,1344,180730,147.76,314.69707517,180891,1426,-118.176472158993,126,,
0.001,5.641484739688726,,180860,,,181000,,-118.3094496506911,,154.1,321.2201460659504
0.001,4.083663075742587,1348,181294,148.14,315.11613801,181464,1431,-118.88061985499422,126,,
0.001,6.379974360232587,,181860,,,182000,,-118.69345548417833,,124.6,280.1912623345852
,,1352,,148.03,314.92386279999994,182014,1436,,126,,
0.001,7.164984952170274,1356,182420,148.5,315.55422397,182603,1440,-118.33617474281624,126,,
0.001,8.879068087173414,,182913,,,183000,,-119.15227073959157,,165.3,334.13897542357444
0.001,4.261222868276065,1360,183082,150.3,317.00097272,183306,1446,-118.9162774478688,126,,
0.001,5.153598845005035,1364,183706,150.17,316.8136966199999,183869,1450,-118.77840090469576,126,,
0.001,4.806903770475676,,183838,,,184000,,-119.63415989731297,,146.8,313.1370317399502
0.001,5.607952268205137,1368,184223,149.32,315.68799938999996,184382,1456,-119.91045787416655,126,,
0.001,6.889360487923142,1372,184742,147.92,313.82169056,184905,1459,-119.6694068321815,126,,
0.001,7.627574443365589,,184874,,,185000,,-119.27929352269028,,139.7,303.286335760355
0.001,8.749563415685008,1376,185270,147.4,313.09414323,185414,1464,-119.36310725058279,126,,
0.001,10.592215852943932,1380,185753,146.85,312.26065675999996,185887,1468,-120.02360413566468,126,,
0.001,12.430512806948494,,185958,,,186000,,-119.45406476189109,,104.1,255.56735708117486
0.001,9.229252573454156,1384,186169,145.79,310.82192545,186309,1472,-119.55802586393536,126,,
0.001,14.511715333323833,1388,186631,144.53,309.22512201,186772,1475,-119.51110928853353,126,,
0.001,12.337024251619974,,186861,,,187000,,-119.59015719095866,,118.5,277.06796872615814
0.001,8.027737229573923,1392,187104,143.71,308.15710931000007,187271,1479,-118.60346809762423,126,,
0.001,7.278754050950058,1396,187638,143.05,307.2795597,187807,1483,-118.99066393303148,126,,
0.001,6.570429288979732,,187908,,,188000,,-119.50925722989169,,142.3,307.7512087523937
0.001,10.490016710316693,1400,188180,142.76,306.85062701000004,188350,1488,-119.92155770694508,126,,
0.001,6.491617901160799,1404,188749,141.61,305.29749355,188920,1492,-119.86349995930989,126,,
0.001,7.463265640820776,,188889,,,189000,,-119.66498162405831,,145.7,312.36239956617356
0.001,10.017798822753283,1408,189327,140.4,303.78352388,189502,1497,-118.60280400106352,126,,
0.001,3.1680220591610877,,189899,,,190000,,-119.05731593237982,,132.5,296.6806456923485
,,1412,,138.94,301.95008035,190066,1502,,126,,
0.001,5.101069812792061,1416,190457,137.61,300.41057189,190624,1506,-119.87592753242043,126,,
0.001,9.05606519849333,,190876,,,191000,,-119.73599138651808,,140.5,305.14931403398515
0.001,7.529115624777921,1420,191019,137.57,300.3851985499999,191193,1512,-119.01465800110724,126,,
0.001,6.81078089253847,1424,191580,137.73,300.59077856,191762,1516,-118.89029212364784,126,,
0.001,6.598288863897324,,191879,,,192000,,-120.40373065020587,,144.5,310.95361323952676
0.001,7.245915598704897,1428,192174,138.72,301.84130668000006,192347,1521,-119.256998976616,126,,
0.001,4.792004407246908,1432,192773,138.66,301.79633133000004,192949,1525,-119.39201934814453,126,,
0.001,10.41498516386953,,192918,,,193000,,-119.7840533321851,,144.3,309.5994157731533
0.001,3.482560705754065,1436,193330,137.95,300.86541612,193488,1530,-119.89847097089213,126,,
0.001,3.60322396832753,,193852,,,194000,,-120.12451811759702,,124.1,285.7157629311085
,,1440,,136.82,299.38732114000004,194009,1535,,126,,
0.001,4.010458321325363,1444,194352,136.23,298.71337511,194514,1539,-119.68233150906033,126,,
0.001,3.9169517533253817,,194847,,,195000,,-119.79922731043929,,123.8,286.6112409114838
,,1448,,135.41,297.80732321,195005,1544,,126,,
0.001,6.709501369660642,1452,195334,134.87,297.13756992000003,195501,1547,-120.3879758199056,126,,
0.001,13.590024765521761,,195851,,,196000,,-120.09449295770554,,134.5,298.2416318535805
,,1456,,134.12,295.97210861,196015,1552,,126,,
0.001,8.485568862761895,1460,196397,132.64,294.98379298,196570,1555,-119.86772021125344,126,,
0.001,4.527378602092769,,196966,,,197000,,-120.51707819345835,,134.8,299.06667682528496
,,1464,,132.62,294.93404026,197131,1560,,126,,
0.001,5.680635727885971,1468,197500,132.8,295.25359672999997,197662,1564,-120.32512653407765,126,,
0.001,4.012101499784377,,197889,,,198000,,-121.48825577766665,,132.7,297.05561192035674
0.001,6.671785750783476,1472,198022,133.0,295.5297611000001,198205,1569,-120.58625850392811,126,,
0.001,9.561444588231318,1476,198579,133.34,295.98760884999996,198748,1573,-120.36147874774355,126,,
0.001,8.18123550844543,,198853,,,199000,,-120.83917898290298,,143.2,310.4962114095688
0.001,5.358404548992788,1480,199129,134.07,296.87393424999993,199294,1578,-120.47179216327089,126,,
0.001,3.6366708320240644,1484,199670,135.26,298.51486325,199835,1582,-119.84920278695914,126,,
0.001,4.152700269950255,,199935,,,200000,,-119.62338409423828,,130.8,292.89561147093775
