train/n_updates,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
972882,,,,0.001,973000,,6.602578725337982,-64.53732658386231,,637.8,627.9633113085038
973325,,,,0.001,974000,,6.602751788382606,-65.0024444787211,,603.3,609.2648749591957
974325,,,,0.001,975000,,6.798702437162399,-64.81223065948487,,691.8,745.6177251427667
,117,621.8,2764,,975337,851.92274584,,,8309,,
975248,,,,0.001,976000,,7.1668865065920775,-64.77394387216279,,574.9,561.8106285130434
976030,,,,0.001,977000,,7.365487049302787,-64.60403040424941,,877.4,950.8238207890245
977375,,,,0.001,978000,,7.451418322411136,-64.69731809926587,,949.9,1148.9895816714227
,117,632.03,2768,,978464,854.39631384,,,8341,,
978750,,,,0.001,979000,,6.784710586865743,-64.66240487200149,,414.9,407.8485512416461
979092,,,,0.001,980000,,6.736172134416146,-65.12522642793711,,839.0,898.7375270358746
980092,117,636.45,2772,0.001,980731,850.3208273399998,7.180048188567161,-65.07158712005615,8363,,
980642,,,,0.001,981000,,6.624289451945912,-65.28005409934303,,947.7,1182.2137707882096
981637,,,,0.001,982000,,7.435144792729287,-65.18289413298639,,1000.0,1219.4513557616622
982637,,,,0.001,983000,,7.181581663608551,-65.55179495239258,,826.5,1146.3453828802333
983637,,,,0.001,984000,,7.2742211134433745,-65.33813774108887,,769.5,1070.0424923074897
,117,660.78,2776,,984726,876.4012178,,,8406,,
984637,,,,0.001,985000,,7.392056431531906,-65.44191130065919,,730.4,980.965972216893
985808,,,,0.001,986000,,7.349057395494621,-65.49416649796581,,837.1,1062.4132217695646
986602,,,,0.001,987000,,7.864587709945756,-65.38512648383076,,534.8,848.258047580719
,117,673.16,2780,,987197,892.7465787600001,,,8436,,
987595,,,,0.001,988000,,7.680230863774827,-65.22199148798185,,493.3,827.8845338523388
988588,,,,0.001,989000,,7.987915829429782,-65.42380472508873,,602.9,961.1772509340196
,116,664.14,2784,,989202,885.79425162,,,8454,,
989630,,,,0.001,990000,,8.017149269465552,-65.3585659012371,,592.7,993.2280930191279
990527,,,,0.001,991000,,7.894002797801572,-65.25886537021678,,628.6,881.4486260518431
,116,658.88,2788,,991221,879.4673077299999,,,8473,,
991710,,,,0.001,992000,,7.091330948585457,-65.15409855034112,,732.2,1109.4332534360044
992756,,,,0.001,993000,,6.821251303474338,-65.46036119405935,,693.5,1042.6734542858787
,116,652.83,2792,,993543,871.60597853,,,8494,,
993454,,,,0.001,994000,,7.60949236000848,-65.48694952716117,,650.8,1026.3687778905035
994535,,,,0.001,995000,,7.2618562860003975,-65.37652758582163,,423.0,717.090212610364
995083,116,655.4,2796,0.001,995574,876.6844619100001,7.264835733131771,-65.78739343072377,8513,,
995485,,,,0.001,996000,,7.663468931444842,-66.16542252497887,,604.4,996.1016618430615
996712,,,,0.001,997000,,7.96467181972482,-65.36638756231828,,641.2,661.2624595492846
997712,,,,0.001,998000,,7.982617668151855,-66.08335315704346,,819.3,1230.7198714125902
,116,660.84,2800,,998334,883.8757336100002,,,8541,,
998859,,,,0.001,999000,,7.374798643084225,-65.98991525755643,,563.8,917.0592588931322
999414,,,,0.001,1000000,,7.368248262061729,-66.60782584869604,,725.9,700.1870383884161
1000414,,,,0.001,1001000,,7.457847336053848,-66.74077463531493,,714.0,1099.5187818400561
,116,664.66,2804,,1001191,886.3328124699999,,,8569,,
1001102,,,,0.001,1002000,,7.701610708652541,-66.37873398980429,,924.7,1243.1891099698842
1002732,,,,0.001,1003000,,7.267406156706431,-66.91528550405351,,667.3,874.7721542189349
1003732,,,,0.001,1004000,,7.40993367099762,-66.95567733764648,,913.6,1296.2764759257436
,116,672.38,2808,,1004655,902.8016886099998,,,8604,,
1004566,,,,0.001,1005000,,7.040679132338051,-66.65434000760817,,796.5,1140.046215372719
1005566,,,,0.001,1006000,,7.238783795237541,-66.8601915512085,,1000.0,1334.293335369695
1006566,,,,0.001,1007000,,7.479151971578598,-66.89052851867676,,457.5,701.4616936847567
1007007,116,676.58,2812,0.001,1007972,911.7486249799999,7.301121866351623,-66.50845761732621,8636,,
1007883,,,,0.001,1008000,,6.963854719242549,-66.91817261856986,,652.7,1052.8581436395646
1008883,,,,0.001,1009000,,7.312631586790085,-67.16352631378174,,592.7,844.4044732004404
1009803,,,,0.001,1010000,,6.864109562246839,-67.17070572152322,,370.0,579.8859135329724
,116,669.95,2816,,1010278,903.99608667,,,8661,,
1010791,,,,0.001,1011000,,7.211824203646461,-67.23683800174548,,568.4,899.7336747854948
1011857,,,,0.001,1012000,,7.395562670745101,-67.94190383611941,,585.4,901.010860773921
,116,661.67,2820,,1012506,906.8182975999999,,,8679,,
1012417,,,,0.001,1013000,,7.201442618880953,-67.68803528376988,,521.3,855.5674356415868
1013797,,,,0.001,1014000,,7.117748138118298,-68.13136796748384,,410.1,676.6223509162664
,116,644.38,2824,,1014414,897.6721605100001,,,8695,,
1014325,,,,0.001,1015000,,7.269019331895944,-67.89087424133763,,615.1,944.1771612673998
1015471,,,,0.001,1016000,,6.667098133794723,-67.78172138173093,,590.6,917.2529391512275
1016203,116,636.98,2828,0.001,1016820,890.1290119899999,7.166756439078701,-67.75312304887615,8716,,
1016731,,,,0.001,1017000,,7.640460898478826,-67.46630811691284,,420.3,637.9104447066784
1017672,,,,0.001,1018000,,6.312109002477549,-67.52822321417048,,539.8,818.2597473204136
1018235,116,641.13,2832,0.001,1018739,895.4434861499998,7.120145207400008,-67.709666065474,8732,,
1018650,,,,0.001,1019000,,7.5483867128211335,-67.49052799665012,,530.8,816.9810494154692
1019136,,,,0.001,1020000,,6.594228133252619,-67.6919550326626,,662.0,1032.364801299572
1020700,,,,0.001,1021000,,6.436534547213967,-67.67871314244913,,607.0,931.4131618440151
,116,653.1,2836,,1021302,913.24543271,,,8757,,
1021213,,,,0.001,1022000,,7.002764326322381,-68.17393353581429,,536.9,830.9488254368305
1022647,,,,0.001,1023000,,6.900078599118004,-67.77643047679554,,645.5,981.4723706662655
1023373,,,,0.001,1024000,,6.2100189336403675,-67.73540360211669,,692.2,1063.8663416296245
,116,657.53,2840,,1024011,921.5434485400002,,,8784,,
1024482,,,,0.001,1025000,,7.841796103545597,-67.93912358965193,,799.8,1104.4921772154048
1025482,,,,0.001,1026000,,6.918849006414414,-67.57240125274659,,471.4,716.831787404418
1026036,116,671.95,2844,0.001,1026979,939.3120268800002,6.474861732889169,-67.4881566319655,8806,,
1026890,,,,0.001,1027000,,7.0402957750986,-67.8581277279999,,393.1,612.7496771693229
1027628,,,,0.001,1028000,,6.0953060750327355,-67.77893970467451,,343.2,570.5000214576721
1027977,116,661.72,2848,0.001,1028392,928.7525516999999,5.920971106663133,-67.55263308821053,8820,,
1028673,,,,0.001,1029000,,6.576012721577206,-67.88560535327808,,321.1,555.2630268573761
1029347,116,647.28,2852,0.001,1029835,911.0420489699999,6.703148438329512,-67.6702174504598,8830,,
1029746,,,,0.001,1030000,,6.114803150482943,-67.79789701461792,,483.9,710.2266049861908
1030878,,,,0.001,1031000,,6.464522838592529,-67.82636049058702,,797.8,1122.4113171875476
,116,626.61,2856,,1031649,889.9530200499999,,,8846,,
1031560,,,,0.001,1032000,,6.537107815315996,-68.02752565848164,,635.4,837.9400634782854
1032687,,,,0.001,1033000,,6.214158047451062,-68.05628190599046,,328.4,534.626260688901
1033008,116,614.45,2860,0.001,1033416,878.2569396299998,6.480789292267178,-67.76091354085791,8863,,
1033690,,,,0.001,1034000,,6.851059004623371,-68.31759324964587,,347.3,562.5940099418164
1034376,116,594.66,2864,0.001,1034803,865.1275982000001,6.619865026445867,-67.85604205412024,8872,,
1034714,,,,0.001,1035000,,6.498671568357027,-67.9141791755631,,356.7,570.9509846508503
1035771,,,,0.001,1036000,,7.027596575824927,-68.14919538931413,,332.8,554.6248006761074
1036110,,,,0.001,1037000,,6.612453563375107,-67.75946201997645,,618.2,947.7055268660188
,116,587.35,2868,,1037199,866.2156484200001,,,8891,,
1037781,,,,0.001,1038000,,6.6562369975699,-67.96124908723027,,465.2,687.8736644938588
1038214,116,580.42,2872,0.001,1038773,866.0213063100001,6.265990625077527,-67.97731789795485,8905,,
1038684,,,,0.001,1039000,,6.470700334995351,-67.99652950205702,,797.7,1179.0064446538686
1039684,,,,0.001,1040000,,6.661813169717789,-67.97893720245361,,626.3,688.92989583335
1040646,,,,0.001,1041000,,7.2945670943195635,-68.30909478618372,,600.6,569.6853444636421
,116,564.85,2876,,1041211,840.1264229499998,,,8931,,
1041122,,,,0.001,1042000,,7.289474134685612,-67.88741749675334,,676.5,866.2345043064095
1042523,,,,0.001,1043000,,6.2722122080605525,-67.453055934906,,499.2,694.0847072929143
1043292,116,565.88,2880,0.001,1043785,835.4051606699999,6.291907083538636,-67.63228049340186,8953,,
1043696,,,,0.001,1044000,,6.581070691642195,-67.66934572352041,,314.5,517.793317246437
1044653,,,,0.001,1045000,,6.935116013965091,-67.8893613011004,,347.5,546.5708008140325
,116,558.9,2884,,1045092,822.5846509399998,,,8964,,
1045674,,,,0.001,1046000,,6.120823714110228,-67.76006710029648,,335.4,533.8999821305275
1046007,116,551.88,2888,0.001,1046409,811.8355641599999,6.585709730784099,-67.62187865843256,8973,,
1046718,,,,0.001,1047000,,6.824034556072561,-67.64470860466885,,359.6,583.5444672107697
1047457,116,543.51,2892,0.001,1047894,800.06158148,6.296463760943699,-67.60659242799768,8982,,
1047805,,,,0.001,1048000,,6.49986974329784,-67.61616160951812,,301.8,487.44950143098833
1048735,,,,0.001,1049000,,6.433450018889026,-67.29553973047356,,328.0,524.7627939164638
,116,535.76,2896,,1049150,787.7687320600002,,,8993,,
1049658,,,,0.001,1050000,,6.527088274708146,-67.5888146110203,,397.6,605.122735708952
1050480,116,525.78,2900,0.001,1050912,770.24809331,6.294157691057339,-67.25182830455691,9005,,
1050823,,,,0.001,1051000,,6.5055791977195625,-67.73365975541678,,328.8,543.5931224048138
1051828,,,,0.001,1052000,,6.52075494875063,-68.02103919754485,,316.5,557.5377229809761
,116,510.45,2904,,1052236,751.8697292200002,,,9017,,
1052776,,,,0.001,1053000,,6.201607974318715,-68.16841150259043,,358.0,565.0779183626175
1053123,116,488.91,2908,0.001,1053546,724.3498558500002,6.367017558397409,-68.19924831941638,9026,,
1053814,,,,0.001,1054000,,6.989608131536917,-67.85127467150129,,328.9,519.4782793998718
1054431,,,,0.001,1055000,,6.431219843049712,-68.09918137101937,,752.8,1106.4209166169167
,116,472.65,2912,,1055237,703.51675856,,,9040,,
1055789,,,,0.001,1056000,,6.844873989873857,-68.1536801960654,,366.2,592.8506471097469
1056162,116,463.2,2916,0.001,1056598,692.32459837,6.544139224786221,-68.56144132971126,9052,,
1056851,,,,0.001,1057000,,6.681097227927537,-68.67388512237727,,308.4,548.1981126248836
1057510,116,454.66,2920,0.001,1057972,680.0946879000002,6.1911552247866775,-68.36313211248162,9061,,
1057883,,,,0.001,1058000,,7.393845813204073,-68.9270894450526,,399.0,635.7405738949776
1058779,,,,0.001,1059000,,6.912927558205345,-68.69980210524339,,417.4,664.4801428437233
1059189,116,453.23,2924,0.001,1059737,674.2160531399999,6.789348617995658,-69.18248140288563,9075,,
1059648,,,,0.001,1060000,,6.463633528981593,-69.02427419579547,,466.5,649.0989150106907
1060547,,,,0.001,1061000,,6.8607987640712755,-68.71026164319547,,705.4,964.5737707976135
1061172,116,448.1,2928,0.001,1061630,665.7756625000001,7.598302566146851,-69.0186547227561,9093,,
1061541,,,,0.001,1062000,,6.325246298539283,-68.61857526198678,,731.4,1036.0158801067155
1062541,,,,0.001,1063000,,6.497980970144272,-68.66095586395264,,583.3,833.1076137149241
1063703,,,,0.001,1064000,,7.171805997147414,-68.19728694314742,,558.6,785.788083369378
,116,454.82,2932,,1064221,674.3496352199999,,,9118,,
1064668,,,,0.001,1065000,,7.354333527942202,-68.1312752197038,,1000.0,1306.0341669155284
1065668,,,,0.001,1066000,,6.802981706142425,-68.11510980987549,,1000.0,1273.0742484897376
1066668,,,,0.001,1067000,,7.1983251953125,-68.1373874130249,,410.1,623.2437799155712
,116,458.7,2936,,1067172,674.7381042100001,,,9150,,
1067482,,,,0.001,1068000,,7.827730310291874,-67.92343370437622,,393.1,623.3587904423475
1068471,,,,0.001,1069000,,6.754286460073577,-68.02264321095659,,558.6,810.5444727599621
,116,450.36,2940,,1069047,661.06694283,,,9166,,
1069704,,,,0.001,1070000,,7.143233787445795,-67.80060641326052,,737.2,1019.9137757930905
1070297,,,,0.001,1071000,,6.564819130487426,-68.10144861324413,,913.2,1247.5427584774793
,116,444.07,2944,,1071386,652.9092855099999,,,9187,,
1071781,,,,0.001,1072000,,7.752147127281535,-67.87833956253431,,333.1,572.5150229513645
1072702,,,,0.001,1073000,,7.48000243166149,-68.11899084052783,,823.0,1140.5088384002447
,116,451.11,2948,,1073503,662.24780434,,,9207,,
1073866,,,,0.001,1074000,,7.020254475880513,-67.63686485628111,,402.7,633.2947805285454
1074657,,,,0.001,1075000,,7.083978053150341,-67.35928739350418,,396.3,617.6573482692241
,116,453.13,2952,,1075148,664.49720323,,,9222,,
1075787,,,,0.001,1076000,,7.7609580394985915,-67.2569951906309,,383.8,615.9117574810982
1076622,,,,0.001,1077000,,7.388636974024613,-67.49477242363824,,621.6,988.9927490413189
,116,456.19,2956,,1077268,668.3142002599999,,,9239,,
1077733,,,,0.001,1078000,,7.599597727779017,-67.52140474835888,,496.7,722.005520015955
1078619,,,,0.001,1079000,,7.441184917274787,-67.06538978888064,,369.8,593.6000541329383
,116,456.42,2960,,1079058,669.06157043,,,9255,,
1078969,,,,0.001,1080000,,7.482132661002023,-67.38918101719447,,1000.0,1252.7414294093846
1079969,,,,0.001,1081000,,7.1445847752094265,-67.44161404418945,,829.7,1191.3178356274962
1081773,,,,0.001,1082000,,6.978982223800165,-67.68592954986724,,870.3,1280.225196282193
,116,480.59,2964,,1082862,698.1370104599998,,,9288,,
1082773,,,,0.001,1083000,,6.531305411219597,-67.6922481994629,,870.9,1198.71614930699
1083773,,,,0.001,1084000,,6.530783769011498,-67.89829162597657,,482.8,720.3037915885449
1084604,,,,0.001,1085000,,6.576705841418824,-68.45218383288774,,387.1,621.6166140973568
,116,478.73,2968,,1085072,695.837537,,,9312,,
1084983,,,,0.001,1086000,,7.20231503484117,-67.73387400309245,,969.9,1280.8521838195898
1086856,,,,0.001,1087000,,7.407214627164235,-68.28046711926211,,368.4,593.5615184128285
,116,485.37,2972,,1087310,705.09493638,,,9331,,
1087671,,,,0.001,1088000,,6.924079315397474,-68.12186074150934,,390.3,619.2852840662002
1088434,,,,0.001,1089000,,6.0900426288930385,-68.30983812486804,,984.7,1222.328066183068
,116,482.36,2976,,1089447,712.2721579399999,,,9347,,
1089734,,,,0.001,1090000,,7.025798507193302,-68.1863061620834,,340.8,574.6393218100071
1090633,,,,0.001,1091000,,6.593687975958149,-68.37747702819172,,346.3,577.4061989843846
,116,472.86,2980,,1091071,706.01390378,,,9362,,
1091698,,,,0.001,1092000,,6.465982089804105,-68.34938003380262,,310.8,545.7275241434575
1092024,116,475.19,2984,0.001,1092611,709.09616873,7.3449113061823,-68.2170095853279,9371,,
1092836,,,,0.001,1093000,,6.987515152639644,-69.00060670694728,,311.4,542.8942059695721
1093483,116,474.81,2988,0.001,1093890,709.3277472300001,7.691013638896775,-68.64549755074127,9380,,
1093801,,,,0.001,1094000,,7.034670933237615,-68.58599359284408,,269.3,502.8229201674461
1094334,,,,0.001,1095000,,8.228786589930936,-68.17147516321253,,749.9,1122.312690557353
1095334,116,478.64,2992,0.001,1095758,715.3065288200003,6.769456944465637,-68.47561019134521,9396,,
1095669,,,,0.001,1096000,,7.5605842853660015,-68.22939375917355,,539.1,808.5263727620244
1096150,,,,0.001,1097000,,7.397583486136677,-68.43348241149143,,658.3,1006.7842784572392
1097447,,,,0.001,1098000,,7.207416999666162,-68.26842494127227,,758.4,1166.7664909988641
,116,493.86,2996,,1098536,736.87889889,,,9419,,
1098447,,,,0.001,1099000,,7.3424216582775115,-68.05509482574463,,500.9,832.8348154623061
1099663,,,,0.001,1100000,,6.907712032264423,-68.28564958342278,,698.8,1067.7896676182747
1100218,,,,0.001,1101000,,7.293354820560765,-68.37919705891781,,635.8,1047.698923608847
,116,501.09,3000,,1101021,754.6285430899999,,,9444,,
1101675,,,,0.001,1102000,,7.077982474596072,-69.15934295297784,,805.7,1125.7958406567573
1102217,,,,0.001,1103000,,6.733831784821964,-68.67062757991776,,862.0,1335.6875155441462
,116,510.7,3004,,1103306,767.1683416999999,,,9465,,
1103217,,,,0.001,1104000,,6.92828091943264,-68.64940296173096,,980.9,1480.6127312019235
1104217,,,,0.001,1105000,,7.082521802663803,-68.61975846099854,,761.6,1162.763664386887
1104985,,,,0.001,1106000,,7.513759064022452,-68.7791567047437,,809.8,1118.8972944392822
1105985,,,,0.001,1107000,,6.999832896351815,-68.54997234344482,,862.5,1185.1986508748494
,116,535.28,3008,,1107074,797.23719149,,,9507,,
1107808,,,,0.001,1108000,,6.770473432859558,-68.82999824783177,,353.5,586.4702848494053
1108787,,,,0.001,1109000,,7.597928518322623,-68.8927205687116,,387.5,635.5761959217489
,116,541.79,3012,,1109416,805.99214943,,,9526,,
1109752,,,,0.001,1110000,,7.608957571702845,-68.99168281376082,,784.0,1096.9607460811735
1110752,,,,0.001,1111000,,6.727150815725326,-68.75975165557861,,896.6,1174.1912497835553
1111497,,,,0.001,1112000,,6.343109978285412,-69.01144123077393,,583.3,868.7713929854333
,116,559.88,3016,,1112586,826.5552120599999,,,9556,,
1112827,,,,0.001,1113000,,6.842408656351494,-68.86990273215554,,355.2,562.5926995158195
1113497,116,559.54,3020,0.001,1113926,826.4777005400001,7.113829322350331,-69.0362736384074,9568,,
1113837,,,,0.001,1114000,,7.123065345076954,-69.62009663301356,,332.0,574.8736094117164
1114908,,,,0.001,1115000,,6.726851518191989,-68.95106175336888,,733.9,1167.5810198500753
,116,557.59,3024,,1115496,827.9997250300001,,,9583,,
1115407,,,,0.001,1116000,,7.119192807612295,-69.11606836893472,,817.4,1277.7976495100186
1116741,,,,0.001,1117000,,6.434498298310948,-69.54463506458762,,366.7,584.022660112381
1117125,116,560.16,3028,0.001,1117646,835.2036399499999,5.882214577868581,-69.49257401625316,9602,,
1117557,,,,0.001,1118000,,6.39727145102289,-69.64471278367219,,780.1,1134.2423909593374
1118694,,,,0.001,1119000,,6.30892261120172,-69.36882574826676,,509.6,730.0630069683306
1119147,116,553.87,3032,0.001,1119608,827.84396202,6.862254881700933,-68.89045011469749,9622,,
1119905,,,,0.001,1120000,,6.809898378935503,-69.6072065126093,,445.7,655.4532377898693
1120745,,,,0.001,1121000,,7.419980817163984,-69.21698713302612,,328.3,538.243626999855
,116,539.87,3036,,1121159,811.5389656499999,,,9637,,
1121740,,,,0.001,1122000,,6.712742334206899,-69.81420402526855,,298.3,509.27911483049394
1122042,116,534.08,3040,0.001,1122455,805.4453425500001,5.472492660512987,-69.70224425966377,9646,,
1122366,,,,0.001,1123000,,5.981634569020919,-69.32460149129231,,606.8,884.7961978120729
1123731,,,,0.001,1124000,,6.503754228435151,-70.0319326212118,,355.1,578.6880676984787
1124083,116,531.99,3044,0.001,1124585,803.7629426899999,6.601200347596949,-69.5002512064847,9664,,
1124817,,,,0.001,1125000,,7.026399898380506,-70.00295984745026,,405.5,617.537302491162
1125794,,,,0.001,1126000,,6.892572624428216,-70.07863613115904,,474.8,695.1765964333899
,116,528.35,3048,,1126338,797.5422203499999,,,9679,,
1126741,,,,0.001,1127000,,6.253963484027522,-70.20582279732557,,652.5,955.144986128062
1127902,,,,0.001,1128000,,6.037078494941238,-69.83498706076254,,409.2,614.7754557013511
,116,532.23,3052,,1128371,803.2030237999998,,,9697,,
1128827,,,,0.001,1129000,,6.42052590650156,-70.30089654641993,,459.3,678.2505327101796
1129742,,,,0.001,1130000,,6.6423960086692615,-70.20914006660489,,902.3,1229.4751276083043
,116,535.63,3056,,1130831,806.9854609299999,,,9717,,
1130742,,,,0.001,1131000,,6.136584854602813,-70.12993809509277,,370.8,598.2415774226189
1131886,,,,0.001,1132000,,5.493558673767382,-70.02144619152307,,351.7,572.9143248915673
,116,532.72,3060,,1132330,804.2041433900001,,,9732,,
1132759,,,,0.001,1133000,,5.88693588258677,-70.16471668375965,,332.6,551.0769896447658
1133423,116,509.8,3064,0.001,1133842,776.4242180900001,6.583400373012278,-70.22597905939276,9742,,
1133753,,,,0.001,1134000,,5.973816909212054,-70.04256134033203,,388.3,615.9976085841656
1134492,,,,0.001,1135000,,5.967385153594841,-70.64193016526389,,846.9,1235.9657740949722
1135483,116,508.45,3068,0.001,1135917,776.5253835899999,6.331497183000043,-70.53106818150992,9762,,
1135828,,,,0.001,1136000,,6.848793237796728,-70.30603695467029,,348.8,585.3825529396534
1136522,,,,0.001,1137000,,5.978844374332373,-70.36307898335073,,421.0,646.0152190089226
1136928,116,500.76,3072,0.001,1137386,767.55087768,5.8817085606124015,-70.58870702658967,9774,,
1137655,,,,0.001,1138000,,5.4592168261219,-70.84247725502739,,385.5,595.5455363959074
1138394,116,493.7,3076,0.001,1138817,758.2778643699997,7.0969165121009965,-70.72828786244649,9785,,
1138728,,,,0.001,1139000,,5.336090345582562,-70.77087537114491,,671.5,944.478024988994
1139875,,,,0.001,1140000,,5.38369502186459,-70.7873940975108,,348.5,580.9752821087837
1140232,116,496.79,3080,0.001,1140750,761.0855782,6.548559037911124,-70.32026623347618,9802,,
1140661,,,,0.001,1141000,,5.935409478930048,-70.51076520046341,,930.9,1258.5399371728302
1141450,,,,0.001,1142000,,5.703321378342855,-70.73207839772671,,522.2,836.0739473253489
1142760,,,,0.001,1143000,,5.83207314783527,-70.5497303624307,,400.8,635.4257515817881
,116,506.53,3084,,1143264,773.3505223,,,9827,,
1143737,,,,0.001,1144000,,5.616397837514979,-70.62693014178836,,869.5,1221.3061322078108
1144547,,,,0.001,1145000,,6.188669875521719,-70.05562746966326,,717.3,984.2240507875919
1145050,,,,0.001,1146000,,5.992221236939932,-70.35175014677502,,878.4,1245.5077700532972
,116,522.49,3088,,1146139,794.8799500800001,,,9857,,
1146519,,,,0.001,1147000,,5.770371733443824,-70.53657381758731,,602.8,875.9716261156951
1147519,,,,0.001,1148000,,6.0763919949531555,-70.21559576416016,,833.0,998.3317581248587
1148519,,,,0.001,1149000,,6.169348476290703,-70.39070690917968,,824.0,1009.4455556350324
,116,534.74,3092,,1149232,805.03731636,,,9890,,
1149143,,,,0.001,1150000,,6.313674943187298,-70.20492853262486,,934.8,1098.1288765495642
1150127,,,,0.001,1151000,,5.981849827780956,-70.1879105063958,,810.1,1112.325781947095
1151127,,,,0.001,1152000,,5.588235795021057,-70.18994939422608,,984.0,1323.3152642518282
1152127,116,539.96,3096,0.001,1152532,808.54769966,6.232042271614075,-70.16288202667236,9926,,
1152443,,,,0.001,1153000,,5.724464568533475,-70.21905918362775,,751.9,1057.2990886053071
1153653,,,,0.001,1154000,,6.132152686962921,-70.61933954646078,,423.3,647.4314026474952
1154090,116,536.99,3100,0.001,1154720,799.5363694199998,5.553830400484378,-70.56161263870867,9944,,
1154631,,,,0.001,1155000,,5.77235302576957,-70.17555419074165,,342.2,566.4504187524319
1155748,,,,0.001,1156000,,5.646810137083907,-70.24503212822808,,335.8,569.8902517348528
,116,528.58,3104,,1156164,788.3726217900002,,,9958,,
1156729,,,,0.001,1157000,,5.478394200189195,-69.95205124564792,,338.3,579.576665508747
1157068,116,504.12,3108,0.001,1157486,759.42521117,5.906214201344853,-70.39834085352281,9967,,
1157729,,,,0.001,1158000,,5.715642555291394,-70.35493368125823,,364.8,591.5857915341854
1158473,116,494.44,3112,0.001,1158860,746.9722537600001,5.7232828504935025,-70.44426452007491,9976,,
1158771,,,,0.001,1159000,,6.702528111086596,-70.16124453960649,,302.0,541.9260395765305
1159683,,,,0.001,1160000,,5.662255789144352,-69.99818021823198,,300.1,513.2132557630539
,116,474.91,3116,,1160077,725.35189347,,,9987,,
1160878,,,,0.001,1161000,,5.966815948486328,-69.82848610749116,,297.4,515.1499628037215
,116,473.32,3120,,1161258,723.4651262800002,,,9995,,
1161743,,,,0.001,1162000,,5.178170110379066,-70.4694565726327,,298.4,521.0394870728254
1162058,116,469.64,3124,0.001,1162460,717.85047837,5.694350110916864,-69.92544541177871,10003,,
1162695,,,,0.001,1163000,,5.817086744087714,-69.82379666081181,,353.6,582.6056487321854
1163327,116,460.64,3128,0.001,1163710,705.20919172,5.998938970598345,-70.12817991596378,10012,,
1163909,,,,0.001,1164000,,5.328454747796059,-70.19335842132568,,321.2,551.0019529700279
1164539,116,453.81,3132,0.001,1164989,697.1545014700001,6.378780016883875,-69.88345153515155,10021,,
1164900,,,,0.001,1165000,,5.672125831535318,-69.9542699992986,,307.7,544.4007413089275
1165799,,,,0.001,1166000,,5.535476819031969,-69.85089503107844,,319.7,555.9181456804275
,116,450.43,3136,,1166202,694.58120347,,,10032,,
1166761,,,,0.001,1167000,,6.150263254855483,-69.8151298919854,,334.4,566.3658515304327
1167102,116,450.5,3140,0.001,1167505,695.7514545000002,5.834204822341718,-70.01398004007618,10041,,
1167725,,,,0.001,1168000,,5.62996731761204,-69.84360506627466,,312.4,541.982654172182
1168346,116,441.78,3144,0.001,1168763,685.8292408899999,5.535854286053142,-69.70791932648304,10049,,
1168674,,,,0.001,1169000,,5.496703669792268,-69.90546119503858,,295.4,499.9855746746063
1169603,,,,0.001,1170000,,6.026966351347092,-70.15547546973595,,352.5,592.9460106939077
,116,437.02,3148,,1170040,681.3805139000001,,,10061,,
1170278,,,,0.001,1171000,,5.681524965376664,-70.11338880585461,,709.2,1057.3360357251252
1171681,,,,0.001,1172000,,5.556153959090556,-69.79468265731765,,363.0,594.9234221845866
,116,437.61,3152,,1172132,682.1293446900002,,,10079,,
1172652,,,,0.001,1173000,,5.425339865888286,-69.99694932590832,,378.9,575.0186411857605
1173010,116,429.12,3156,0.001,1173743,672.0713924,6.011783538916924,-69.72980266975956,10088,,
1173654,,,,0.001,1174000,,5.588077450946251,-70.4673161121629,,319.6,519.0933731377124
1174570,116,425.99,3160,0.001,1174929,668.85886892,5.2635075616515445,-70.0712439005807,10099,,
1174840,,,,0.001,1175000,,6.25681268285822,-69.93130134299949,,303.5,532.6728198796511
1175530,,,,0.001,1176000,,5.036105342830221,-70.23544146617253,,508.1,766.4662127846386
1176530,116,430.7,3164,0.001,1176912,674.64805376,5.334985703110695,-70.15563541412354,10114,,
1176823,,,,0.001,1177000,,5.369086453939054,-70.25951476946268,,305.3,538.3925148963929
1177702,,,,0.001,1178000,,6.410887146508822,-70.09440735408238,,267.9,502.46090917885306
,116,421.41,3168,,1178058,663.17109458,,,10124,,
1178844,,,,0.001,1179000,,5.011945050391778,-70.7770621312129,,287.7,530.5664214938879
,116,418.29,3172,,1179215,660.50833222,,,10131,,
1179705,,,,0.001,1180000,,5.541411313182073,-70.13729260491986,,362.5,593.7144576311111
1180045,116,416.19,3176,0.001,1180436,659.3731319699999,5.385199885157978,-70.32664732091567,10140,,
1180642,,,,0.001,1181000,,5.461677358110072,-69.91055720561259,,307.8,544.0254115760326
1181240,,,,0.001,1182000,,6.018396799941715,-70.27588326982458,,915.4,1185.0106661815603
,116,415.79,3180,,1182329,660.22916897,,,10155,,
1182240,,,,0.001,1183000,,6.079337552666664,-69.9638589477539,,1000.0,1087.154460620365
1183587,,,,0.001,1184000,,6.006507432082888,-69.76066214500824,,401.1,618.7997181013227
1183992,116,411.66,3184,0.001,1184430,652.3023888,6.128147477279475,-69.83771454759419,10178,,
1184341,,,,0.001,1185000,,5.476409080035365,-70.21317216719704,,936.1,1195.9950345003163
