train/n_updates,time/fps,rollout/ep_len_mean,time/episodes,train/learning_rate,time/total_timesteps,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
126951,103,262.94,744,0.001,127312,433.07860508,3.9136116934898206,-46.24873148409048,1229,,
127772,,,,0.001,128000,,3.907209391109014,-46.79187321018528,,265.8,481.97338407635687
128025,103,263.32,748,0.001,128379,432.79656534000003,3.8004993327521523,-46.429345842391726,1236,,
128623,,,,0.001,129000,,3.9500549176075794,-46.43059845430305,,363.7,630.5106054008007
129243,104,264.75,752,0.001,129648,433.8571885200001,3.960215272668932,-46.321214399839704,1245,,
129877,,,,0.001,130000,,3.917832830791953,-46.123081831062365,,289.6,494.80292630791666
130463,104,265.71,756,0.001,130826,437.5068610100001,3.9937977561887528,-45.857779648130304,1253,,
130737,,,,0.001,131000,,3.8087098937835138,-45.998232291562715,,414.4,519.2155515400693
131745,,,,0.001,132000,,4.097822361912868,-45.65230839226835,,470.7,715.0806559622288
,104,269.81,760,,132239,447.47815304000005,,,1266,,
132620,,,,0.001,133000,,3.849220109931173,-45.6947390238444,,310.6,589.2224290788174
132964,104,267.53,764,0.001,133280,447.08678290000006,3.988709083476732,-45.985963377841685,1275,,
133766,,,,0.001,134000,,3.7416702099013746,-45.9490330836156,,249.5,444.5541499376297
134000,104,267.66,768,0.001,134414,452.4485304999999,3.8206404855108667,-45.679688836774254,1282,,
134823,,,,0.001,135000,,3.7584450217603727,-45.748926468477904,,382.3,631.180051112175
135066,104,268.56,772,0.001,135391,459.6291877599999,4.004258160728486,-45.48679583189917,1289,,
135771,,,,0.001,136000,,3.876565364766712,-45.703413372197424,,292.1,487.5745652139187
136126,105,270.78,776,0.001,136450,468.5095249499999,3.9637908062464753,-45.503584079528125,1297,,
136655,,,,0.001,137000,,4.026409474359888,-45.21964699881418,,400.8,639.2079082846642
137251,105,271.07,780,0.001,137694,467.48647045999996,3.7512078258627852,-45.309655915445354,1305,,
137887,,,,0.001,138000,,3.9377121029170694,-45.03459754565083,,336.8,542.0380618286551
138554,105,273.15,784,0.001,138915,472.24267868000004,3.789378204665626,-44.656708954246184,1314,,
138826,,,,0.001,139000,,3.872462867813952,-44.67025024750654,,336.5,569.0304663062095
139604,105,272.75,788,0.001,139945,469.99077501,3.824019333483026,-44.432929282352845,1321,,
139856,,,,0.001,140000,,3.9023028796627406,-44.68434572976733,,321.3,536.8144850432873
140798,,,,0.001,141000,,3.9473953379036315,-44.30701673732084,,324.2,554.2454077661038
,106,274.46,792,,141207,473.24420165000004,,,1331,,
141623,,,,0.001,142000,,3.846187698353622,-44.632814208073405,,302.7,519.5815324127674
141976,106,275.66,796,0.001,142347,475.03138717,3.7406831365131454,-44.20686775681663,1339,,
142804,,,,0.001,143000,,3.706497904315643,-44.60533324877421,,277.4,508.0574346154928
143083,106,271.86,800,0.001,143417,470.93868165,3.5968904080784023,-44.51434068199542,1347,,
143877,,,,0.001,144000,,3.7005387618459205,-44.31560895042698,,291.4,498.4122423887253
144468,106,276.29,804,0.001,144902,478.28716467000004,3.7405278400556576,-44.304500444400944,1356,,
144813,,,,0.001,145000,,3.784883320849875,-44.35856362276299,,359.8,523.1983441088814
145733,,,,0.001,146000,,3.5010638373133576,-44.106214264292774,,363.9,554.1343617754522
,106,279.92,808,,146248,481.18614042,,,1366,,
146791,,,,0.001,147000,,3.6471284855869497,-44.10224110825257,,392.2,687.276207074523
147071,107,282.3,812,0.001,147464,483.2907402100001,3.6135566626276288,-44.42694563184466,1376,,
147808,,,,0.001,148000,,3.691919099376053,-43.931484521259364,,368.1,556.2744972532149
148627,,,,0.001,149000,,3.730495345276014,-44.14780685605382,,368.6,603.7853483618237
,107,290.43,816,,149275,495.95400544999995,,,1388,,
149671,,,,0.001,150000,,3.6220342663145555,-44.141409188262685,,645.9,761.5309631056676
150316,107,294.99,820,0.001,150706,503.28309390000004,3.671660925565141,-44.09434056637892,1401,,
150617,,,,0.001,151000,,3.603357190705613,-44.01829264322917,,320.1,579.3255158126354
151641,,,,0.001,152000,,3.7260911410244613,-44.23681924893306,,345.1,605.226175114885
,107,298.11,824,,152049,511.5948327500001,,,1413,,
152513,,,,0.001,153000,,3.8812315245143703,-43.78956277746903,,440.6,700.9507141470909
153028,107,302.17,828,0.001,153419,515.4071908999999,3.9014227383345075,-44.19653209420137,1423,,
153889,,,,0.001,154000,,3.6158417454406395,-44.14614108071398,,301.0,544.0331928551198
154144,107,303.02,832,0.001,154520,518.31257112,3.841511284136305,-44.047080129384995,1431,,
154779,,,,0.001,155000,,3.938724944646331,-44.3146902062427,,299.7,537.1005140483379
155357,108,305.18,836,0.001,155687,522.26775437,3.842355147799563,-44.77726061684745,1440,,
155886,,,,0.001,156000,,3.945420056581497,-44.30754640367296,,292.0,533.6648912250996
156486,108,306.05,840,0.001,156869,525.30001086,4.0522785640898205,-44.345997629286366,1449,,
156780,,,,0.001,157000,,4.09477318144169,-44.285422630050554,,387.4,625.872536727786
157656,,,,0.001,158000,,4.028922021018793,-44.31318863578465,,335.9,542.4764641946182
,108,307.4,844,,158052,525.55238426,,,1460,,
158669,,,,0.001,159000,,3.9774318936078443,-44.21326162918754,,320.5,548.7502265870571
158928,108,311.58,848,0.001,159537,532.85710724,3.9819236390839214,-44.42149420518142,1470,,
159768,,,,0.001,160000,,3.9384244956076144,-44.57558183670044,,377.9,542.4221919466042
160704,,,,0.001,161000,,3.900681326926594,-44.496679064253684,,394.2,640.5347836751491
,108,314.52,852,,161100,536.3843629500001,,,1484,,
161775,,,,0.001,162000,,4.0565767445305525,-44.516290674555485,,345.3,573.6333410561085
162069,,,,0.001,163000,,4.015724388109583,-44.48753066289993,,506.5,753.5392812691746
,108,323.32,856,,163158,546.9358108399999,,,1498,,
163790,,,,0.001,164000,,4.0785686149916245,-44.40259523744936,,480.2,685.826052996749
164216,108,322.65,860,0.001,164504,546.15202129,4.157011459690864,-44.30714912593645,1512,,
164865,,,,0.001,165000,,4.155709376335144,-44.19381486680773,,334.6,356.8843046964612
165338,108,323.39,864,0.001,165619,539.0231640100001,4.066130277764707,-44.105690351879325,1521,,
165530,,,,0.001,166000,,4.101799779882033,-43.93540382385254,,517.2,492.58946228508137
166530,,,,0.001,167000,,4.180924760818481,-43.96515593719482,,339.9,380.19783659210077
167509,,,,0.001,168000,,4.476407413407574,-43.84884059335303,,346.2,394.5170296711382
,109,337.7,868,,168184,553.2737627799999,,,1541,,
168095,,,,0.001,169000,,4.371312253304309,-43.517128159975435,,852.3,865.0571773013565
169518,,,,0.001,170000,,4.064888189870415,-43.662993161183486,,458.8,618.5252601118758
170070,109,352.08,872,0.001,170599,568.8063910599999,4.260699636262396,-43.66110707711482,1563,,
170891,,,,0.001,171000,,4.122267532849249,-43.54260271975868,,376.3,668.8805191841209
171443,109,355.03,876,0.001,171953,570.7621467299999,4.072608710341313,-43.39145948119083,1574,,
171864,,,,0.001,172000,,4.035823113561526,-43.36489994718,,676.4,1092.705369208567
172628,,,,0.001,173000,,3.852442074578906,-43.48317841638492,,426.8,870.0092679083348
173002,109,357.76,880,0.001,173470,577.2499402099999,4.165796669409237,-43.520692713120404,1591,,
173864,,,,0.001,174000,,4.1186004464917545,-43.54899387517251,,336.9,613.859105821239
174715,,,,0.001,175000,,4.113571709258145,-43.39357220331828,,314.1,610.6963529348374
,109,361.86,884,,175101,587.26107301,,,1604,,
175714,,,,0.001,176000,,4.273154946759498,-43.36343446928879,,321.8,681.8377713263035
176046,109,365.15,888,0.001,176460,598.1596822399999,4.170502052249678,-43.58913927193148,1614,,
176651,,,,0.001,177000,,4.306425575699125,-43.573548671177456,,475.3,826.2827176174148
177180,109,363.33,892,0.001,177540,597.59844111,4.041495882616507,-43.48166605251939,1622,,
177759,,,,0.001,178000,,4.33411372172368,-43.58765280091917,,298.4,578.1012152254582
178602,,,,0.001,179000,,4.388119987016235,-43.589919213439266,,320.2,532.7887808572501
,109,366.8,896,,179027,605.71900322,,,1633,,
179709,,,,0.001,180000,,4.2197836119815175,-44.013046966552736,,272.5,453.7749523937702
,109,366.65,900,,180082,603.9851488300001,,,1640,,
180793,,,,0.001,181000,,4.263518373904633,-43.93679682413737,,263.1,443.57863410711286
,109,362.41,904,,181143,595.901137,,,1648,,
181907,,,,0.001,182000,,4.334093600273133,-44.23902505493164,,328.3,537.6132089380175
,110,360.54,908,,182302,594.80991568,,,1655,,
182849,,,,0.001,183000,,4.314124658745779,-44.30878220035532,,277.0,471.99858587086203
183115,110,360.28,912,0.001,183492,596.60213118,4.070980818648088,-44.004905643319724,1663,,
183730,,,,0.001,184000,,5.07997738658835,-44.163671377228525,,270.2,388.91007102653384
184241,110,353.15,916,0.001,184590,585.1338984399999,5.072763882421549,-44.149297762317815,1671,,
184752,,,,0.001,185000,,4.369476977572498,-44.325338515024335,,304.2,493.6333744507603
185312,110,349.74,920,0.001,185680,578.82966241,4.552479717368087,-44.52104568481445,1678,,
185831,,,,0.001,186000,,4.485893974701564,-44.23375364939372,,320.8,585.6160650908947
186402,110,346.88,924,0.001,186737,571.0909467,4.461805424866853,-44.42756494592737,1685,,
186885,,,,0.001,187000,,4.499314410777032,-44.06755618725793,,241.2,429.364417129755
187420,110,343.68,928,0.001,187787,569.59430463,4.601967837903406,-44.08830179486956,1692,,
187698,,,,0.001,188000,,5.372887125118173,-44.346614206437586,,401.0,761.3892868697643
188895,,,,0.001,189000,,5.280079297918491,-44.174015993794434,,402.3,447.47274358489085
,111,350.26,932,,189546,577.28054213,,,1704,,
189740,,,,0.001,190000,,4.320971851214082,-44.33734332339864,,517.3,859.8158094205894
190668,,,,0.001,191000,,4.941442392919665,-44.26726766842515,,320.7,417.11385926415676
,111,353.38,936,,191025,578.6423520200001,,,1718,,
191668,111,351.11,940,0.001,191980,570.2799482600001,4.605031591473204,-43.935703624378554,1723,,
191891,,,,0.001,192000,,4.80931839066236,-44.13784078649572,,254.3,469.9735925793648
192725,,,,0.001,193000,,4.41484843952614,-44.20271803203382,,285.2,355.4673286327161
,111,354.64,944,,193516,571.68223228,,,1732,,
193752,,,,0.001,194000,,4.88250756410452,-43.852332975235456,,350.2,422.8908626730787
194336,111,351.87,948,0.001,194724,562.04066461,5.538278595093758,-43.834305027553015,1742,,
194635,,,,0.001,195000,,4.7888807572648675,-44.011236459616846,,416.7,456.7287567032501
195496,,,,0.001,196000,,4.8740558076078875,-43.9730005194671,,500.1,729.1586999959778
,111,349.67,952,,196067,554.61774654,,,1754,,
196698,,,,0.001,197000,,5.003339005436545,-43.68886563716791,,456.2,472.2568798361732
197698,,,,0.001,198000,,4.798409525394439,-43.477262077331545,,328.0,323.59350089821965
,111,348.77,956,,198035,543.45094602,,,1769,,
197946,,,,0.001,199000,,4.81308701249861,-43.24891957929057,,788.1,847.8717579446966
199251,112,352.11,960,0.001,199715,540.8470848200001,4.894432660550048,-43.544107393784955,1782,,
199626,,,,0.001,200000,,4.667915700912475,-43.0171484439931,,785.7,964.3707580593997
200626,,,,0.001,201000,,4.693145761966705,-43.21108876037598,,1000.0,1152.656255779916
200927,,,,0.001,202000,,5.544820512251997,-43.33603363037109,,181.8,137.62980834955815
201927,111,366.43,964,0.001,202262,560.19691487,4.824933247089386,-43.01115295410156,1807,,
202786,,,,0.001,203000,,4.746491973098243,-42.99487404970779,,401.5,415.60060813846064
203079,112,352.36,968,0.001,203420,539.42920342,4.75766215226756,-42.79733033376197,1816,,
203610,,,,0.001,204000,,4.7192509721256926,-42.517405319213864,,307.3,342.6534030431591
204103,112,338.1,972,0.001,204409,515.9862564399999,4.620454709181625,-42.45630992932266,1823,,
204785,,,,0.001,205000,,4.657367674509684,-42.78406350366001,,317.2,440.4819751792587
205360,112,339.21,976,0.001,205874,518.90511569,5.250425693392754,-42.65375298091343,1831,,
205785,,,,0.001,206000,,4.680776366065531,-42.749026856332456,,419.2,665.9105017231777
206081,,,,0.001,207000,,4.539550727283633,-42.85883648331101,,463.9,651.650856705755
207184,112,339.14,980,0.001,207384,507.94393204999983,4.668716583437132,-42.35169007227971,1845,,
207824,,,,0.001,208000,,5.456944326822609,-42.53437681378059,,178.8,152.96867519542576
208087,112,331.85,984,0.001,208286,486.72706457,5.017352279351682,-42.38494382585798,1851,,
208674,,,,0.001,209000,,4.685872478465156,-42.430946604410806,,263.8,303.5395450273994
208975,,,,0.001,210000,,4.912459531891781,-42.2895272064209,,413.9,484.46208462935175
,112,336.04,988,,210064,477.50594356,,,1861,,
210869,,,,0.001,211000,,4.849097826661574,-41.93184551538206,,155.0,99.68230183733976
,112,335.86,992,,211126,467.93053950000007,,,1871,,
211656,,,,0.001,212000,,4.790062669764228,-42.45467506571019,,313.1,316.52530726827683
,112,331.18,996,,212145,450.66045457,,,1877,,
212592,113,328.62,1000,0.001,212944,439.21644182999995,4.499567901933348,-42.139848387086545,1882,,
212855,,,,0.001,213000,,4.764753442300137,-41.98956255148385,,523.0,743.387980650575
213910,,,,0.001,214000,,4.447549241074061,-41.95390691595563,,241.4,337.3005680887145
214057,113,337.0,1004,0.001,214843,447.51084410000004,4.604928665420636,-42.09257204238683,1894,,
214754,,,,0.001,215000,,4.592536772511782,-41.78563108690147,,327.2,499.673538172245
215639,,,,0.001,216000,,4.621542483788949,-41.977912507233796,,646.9,918.1370866727084
216056,113,341.71,1008,0.001,216473,450.13176478,4.924390167926998,-41.95898231250818,1910,,
216570,,,,0.001,217000,,5.2482608255519665,-42.12614498343519,,540.3,785.1176936826203
217875,,,,0.001,218000,,4.735883572092458,-41.87672880909327,,388.6,653.785575078288
,113,349.3,1012,,218422,455.93609654,,,1925,,
218333,,,,0.001,219000,,4.573835379171579,-41.79174151691287,,796.7,917.0139634930762
219621,,,,0.001,220000,,4.929122483564748,-41.818226443396675,,465.1,630.8734617244035
219926,113,357.57,1016,0.001,220347,459.74495625,4.905403785627397,-41.77847930808473,1943,,
220798,,,,0.001,221000,,4.730456614627519,-41.773964034778444,,159.7,115.19604495845269
220955,,,,0.001,222000,,4.578288044899133,-41.768966479179184,,151.5,111.80787775409408
,113,363.64,1020,,222044,463.0087579600001,,,1950,,
222529,,,,0.001,223000,,5.244103127704078,-41.76086645037214,,317.0,375.39242102656283
222918,113,364.33,1024,0.001,223170,457.66300723000006,4.7540756025780135,-41.34341344588842,1962,,
223587,113,361.21,1028,0.001,223908,443.08209744,4.444354244358632,-41.44714626736111,1965,,
223819,,,,0.001,224000,,4.48444131633331,-41.65037822723389,,316.2,292.43417583747066
224465,114,353.97,1032,0.001,224943,425.46423683,4.583450582848878,-41.76123819431337,1972,,
224854,,,,0.001,225000,,4.917982479600489,-41.25583869738457,,231.8,245.98540739798918
225685,,,,0.001,226000,,4.575452036035801,-41.489793065082594,,261.1,296.2867876615375
,114,350.25,1036,,226050,415.7562205,,,1981,,
226888,,,,0.001,227000,,4.562444159170476,-41.70228257993372,,281.9,325.32178638903423
,114,351.86,1040,,227166,415.90572696999993,,,1988,,
227077,,,,0.001,228000,,4.587897589597753,-41.60690177755153,,453.5,698.7007177148713
228883,,,,0.001,229000,,4.769981906165996,-41.19631206431288,,396.3,415.36064008979594
,114,364.56,1044,,229972,432.28476916000005,,,2005,,
229883,,,,0.001,230000,,4.56012012732029,-41.27175102233887,,482.8,533.2405478053494
230814,,,,0.001,231000,,4.623648439650927,-41.20772986804252,,493.1,741.0617452399805
,114,365.44,1048,,231268,432.92185869,,,2020,,
231179,,,,0.001,232000,,4.797183699150608,-40.99510723155933,,345.8,449.8367751091952
232544,114,367.11,1052,0.001,232778,431.54816541,4.905019833491399,-40.69234667068873,2031,,
232689,,,,0.001,233000,,4.637548828125,-41.17913839552138,,573.9,750.036012948805
233689,,,,0.001,234000,,4.644947779774665,-41.15381328582764,,453.8,550.9960048663663
234545,114,367.76,1056,0.001,234811,437.25070505,5.003336168751858,-41.31813687617236,2048,,
234722,,,,0.001,235000,,4.308876208666354,-41.3280898962128,,566.2,602.3234042113414
235722,,,,0.001,236000,,4.713391870498657,-41.11954824829102,,406.9,490.43577135317025
236722,,,,0.001,237000,,4.440907061338424,-41.12050524902344,,322.6,382.0767196744215
237091,114,377.94,1060,0.001,237509,452.21818516999997,4.45455247535292,-41.279318063155465,2069,,
237578,,,,0.001,238000,,4.825586503065085,-41.28925883619091,,428.1,425.2685343404795
238767,,,,0.001,239000,,4.408100581042981,-41.07068995211987,,329.3,555.7224466579034
,114,369.16,1064,,239178,440.25160869,,,2082,,
239755,,,,0.001,240000,,4.197180438722883,-41.17510249696929,,325.7,426.0986212749034
240136,115,371.33,1068,0.001,240553,446.5792570400001,4.694712824708834,-41.3184470531204,2091,,
240800,,,,0.001,241000,,4.294265228367987,-41.11226999192011,,316.4,472.13813691148533
241663,115,375.19,1072,0.001,241928,457.9391787800001,4.800854760667552,-41.37498105090597,2100,,
241839,,,,0.001,242000,,4.414561260830272,-41.30895549600775,,344.3,529.4678292190889
242512,,,,0.001,243000,,4.53325649993173,-40.99793652830453,,635.6,712.8538840908863
243512,115,378.78,1076,0.001,243752,458.6240157100001,4.474385667085648,-41.22067335510254,2116,,
243663,,,,0.001,244000,,4.3470989236768505,-41.16160690307617,,247.5,228.17112371469847
244540,,,,0.001,245000,,4.844861386678158,-41.361339732113045,,565.9,581.636945046694
,115,382.45,1080,,245629,464.5619500800001,,,2126,,
245819,,,,0.001,246000,,4.425130713370539,-41.28527302364651,,180.8,117.54591633295641
246133,115,380.52,1084,0.001,246338,459.0849222,5.122932551304499,-41.29414316813151,2135,,
246844,,,,0.001,247000,,4.176157894730568,-41.302012872695926,,512.5,567.30380018102
247844,,,,0.001,248000,,4.592350228786469,-41.09220503234863,,255.2,270.76321407236975
,115,380.65,1088,,248129,462.36622769,,,2148,,
248040,,,,0.001,249000,,4.336815073782084,-41.24626809723523,,233.8,208.2952917051851
249359,115,384.87,1092,0.001,249613,470.4151303300001,4.734069074699264,-41.45264696787639,2157,,
249524,,,,0.001,250000,,4.589296541069493,-41.47971353186182,,201.6,151.9583085918217
250524,,,,0.001,251000,,4.529916059494019,-41.47374398803711,,539.8,623.4284855514037
251465,115,395.81,1096,0.001,251726,489.00738628000016,4.350616478529132,-41.4200873453109,2173,,
251829,,,,0.001,252000,,4.202794134616852,-41.48621221383413,,548.6,697.1915187525796
252323,,,,0.001,253000,,4.170346568311964,-41.10026681082589,,406.7,549.4235507457372
,116,404.68,1100,,253412,503.23015260000017,,,2184,,
253814,,,,0.001,254000,,4.334268399508567,-41.387925465901695,,382.1,577.4585612515687
254625,,,,0.001,255000,,4.892872747252969,-41.26141346202177,,358.9,522.10176133262
,115,401.57,1104,,255000,502.32520317,,,2200,,
255796,,,,0.001,256000,,4.4575143674463344,-41.464372530265194,,265.4,283.66587907494977
256010,116,398.22,1108,0.001,256295,495.5402023099999,4.751801705806055,-41.549778626343915,2208,,
256578,,,,0.001,257000,,4.131229188453638,-41.49921584356399,,681.2,970.8513981744647
257473,116,393.36,1112,0.001,257758,486.61743480999996,4.314325730094697,-41.695796770270775,2220,,
